"rgn_id","n_fisc","resilience_score"
"12401",4024,0.092522762806953
"12201",2468,0.0567460682424354
"12101",6593,0.151591097213281
"11201",4810,0.11059505196358
"11303",165,0.00379380115883381
"11202",683,0.0157040375241424
"10208",16982,0.390462613814035
"05201",0,0
"05104",2162,0.0497102915478709
"10401",471,0.0108295778533983
"02104",8169,0.187827646463717
"12103",70,0.00160949140071737
"01101",4346,0.0999264232502529
"02101",6424,0.147705325117263
"11203",5304,0.121953462705785
"02301",5160,0.118642508967166
"03102",4651,0.106939207210521
"12303",5,0.000114963671479812
"12302",0,0
"12301",1268,0.0291547870872804
"02102",3067,0.0705187160857169
"08207",26,0.000597811091695024
"01404",129,0.00296606272417916
"04301",2658,0.0611146877586683
"04104",2508,0.0576657776142739
"03303",2309,0.0530902234893774
"12104",0,0
"03304",4519,0.103904166283454
"03201",4597,0.105697599558539
"10202",6600,0.151752046353352
"04102",7005,0.161064103743217
"10209",778,0.0178883472822588
"07102",6146,0.141313344982985
"04202",871,0.0200266715717833
"09102",23,0.000528832888807137
"04203",1133,0.0260507679573255
"10403",5562,0.127885588154143
"15101",9351,0.215005058401545
"10306",500,0.0114963671479812
"10207",7037,0.161799871240688
"04101",213,0.00489745240504001
"10102",20101,0.462176952083142
"08102",43492,1
"08201",31684,0.728501793433275
"05606",243,0.00558723443391888
"15102",298,0.00685183482019682
"08202",10719,0.246459118918422
"06201",1137,0.0261427388945093
"10203",341,0.0078405223949232
"16202",176,0.0040467212360894
"10108",2339,0.0537800055182562
"03101",868,0.0199576933688954
"10205",6174,0.141957141543272
"10210",128,0.0029430699898832
"07203",9131,0.209946656856433
"09117",1,0.0000229927342959625
"14106",97,0.00223029522670836
"08203",2,0.000045985468591925
"10303",24,0.000551825623103099
"14101",5329,0.122528281063184
"05401",528,0.0121401637082682
"08111",5165,0.118757472638646
"10106",175,0.00402372850179343
"14102",7698,0.176998068610319
"10104",30,0.000689782028878874
"08106",16087,0.369884116619148
"14201",8,0.0001839418743677
"08108",6,0.000137956405775775
"10101",6475,0.148877954566357
"09116",16,0.0003678837487354
"07309",1124,0.0258438333486618
"07202",375,0.00862227536098593
"06205",233,0.00535730709095926
"10305",3,0.0000689782028878874
"07103",2,0.000045985468591925
"08112",107,0.00246022256966798
"05105",444,0.0102087740274073
"05107",2778,0.0638738158741838
"05101",1708,0.0392715901775039
"09118",1958,0.0450197737514945
"06206",1864,0.0428584567276741
"05405",32,0.000735767497470799
"10201",614,0.014117538857721
"08110",32609,0.74977007265704
"05109",28,0.000643796560286949
"05102",140,0.00321898280143475
"06203",44,0.00101168030902235
"05403",1099,0.0252690149912628
"05602",230,0.00528832888807137
"07303",6042,0.138922100616205
"05605",54,0.00124160765198197
"08107",201,0.00462153959348846
"05604",620,0.0142554952634967
"16203",2,0.000045985468591925
"05601",11809,0.271521199301021
"12102",0,0
"10103",18,0.000413869217327325
"10206",45,0.00103467304331831
"08206",0,0
"12402",0,0
"05103",275,0.00632300193138968
"05603",8,0.0001839418743677
"16207",12,0.00027591281155155
"10204",6,0.000137956405775775
"10109",2,0.000045985468591925
