"rgn_id","producto","year","tonnes"
10202,"Algas","2019",11688
10202,"Algas","2023",20517.183
10202,"Algas","2024",17623.311
10202,"Algas","2018",8243
10202,"Algas","2022",19458.45
10202,"Algas","2020",16063.688
10202,"Algas","2021",12582.686
2101,"Algas","2022",9769
2101,"Algas","2020",7073
2101,"Algas","2024",10438
2101,"Algas","2018",9647
2101,"Algas","2023",9364
2101,"Algas","2021",6560
2101,"Algas","2019",7827
8202,"Algas","2022",0.25
8202,"Algas","2021",0.025
8202,"Algas","2024",0.063
15101,"Aceite","2021",2268
15101,"Algas","2021",404
15101,"Harina","2021",35922
15101,"Aceite","2024",1365
15101,"Algas","2020",221
15101,"Harina","2020",35191
15101,"Harina","2022",52439
15101,"Algas","2019",791
15101,"Harina","2024",40607
15101,"Algas","2022",1053
15101,"Algas","2023",158
15101,"Harina","2018",38756
15101,"Aceite","2022",2538
15101,"Aceite","2020",1265
15101,"Harina","2019",30671
15101,"Algas","2018",381
15101,"Algas","2024",588
15101,"Aceite","2019",831
15101,"Aceite","2023",76
15101,"Harina","2023",20439
15101,"Aceite","2018",1017
11201,"Aceite","2019",93
11201,"Aceite","2022",242
11201,"Algas","2022",2300.4
11201,"Harina","2019",186
11201,"Harina","2018",92
11201,"Harina","2021",453
11201,"Algas","2018",946
11201,"Harina","2022",504
11201,"Aceite","2020",199
11201,"Algas","2019",1690
11201,"Algas","2020",115
11201,"Harina","2020",382
11201,"Algas","2021",1465
11201,"Harina","2024",220
11201,"Aceite","2024",106
11201,"Aceite","2023",82
11201,"Aceite","2021",215
11201,"Algas","2024",633.275
11201,"Harina","2023",139
11201,"Algas","2023",4.128
12201,"Algas","2021",0
10102,"Aceite","2021",710
10102,"Algas","2024",2798.156
10102,"Harina","2019",1509
10102,"Aceite","2020",1741
10102,"Algas","2021",2773.485
10102,"Harina","2024",72
10102,"Aceite","2024",38
10102,"Aceite","2022",238
10102,"Algas","2022",3047.505
10102,"Harina","2021",1272
10102,"Algas","2020",1937.861
10102,"Algas","2019",1242
10102,"Aceite","2019",743
10102,"Harina","2020",2924
10102,"Harina","2023",291
10102,"Harina","2018",421
10102,"Harina","2022",429
10102,"Algas","2023",3416.421
10102,"Aceite","2023",150
10102,"Algas","2018",1961
3102,"Aceite","2018",1264
3102,"Aceite","2022",1494
3102,"Harina","2022",14850
3102,"Algas","2022",22712
3102,"Harina","2021",14664
3102,"Aceite","2021",1784
3102,"Aceite","2020",544
3102,"Aceite","2019",887
3102,"Algas","2018",12167
3102,"Harina","2018",9798
3102,"Harina","2019",9713
3102,"Algas","2020",17690
3102,"Harina","2024",12995
3102,"Algas","2021",18921
3102,"Harina","2020",8329
3102,"Aceite","2024",1078
3102,"Algas","2024",16057
3102,"Algas","2019",14147
3102,"Aceite","2023",581
3102,"Algas","2023",22508
3102,"Harina","2023",9500
4202,"Algas","2023",0.051
10201,"Algas","2020",6845.5
10201,"Harina","2018",530
10201,"Algas","2022",8220.607
10201,"Algas","2023",10432
10201,"Algas","2018",0
10201,"Algas","2024",3592
10201,"Algas","2019",0
10201,"Algas","2021",6447
10201,"Aceite","2018",373
10401,"Algas","2020",14.7
10401,"Algas","2024",0.3
10401,"Algas","2023",30.4
10401,"Algas","2021",44.72
3201,"Algas","2021",23671
3201,"Algas","2022",24673
3201,"Algas","2020",23889
3201,"Algas","2023",18183
3201,"Algas","2019",24488
3201,"Algas","2018",27837
10203,"Algas","2023",30
10203,"Algas","2024",14.3
11202,"Algas","2020",5
11202,"Algas","2019",0
11202,"Algas","2022",35.35
11202,"Algas","2021",2
16202,"Algas","2023",4
16202,"Algas","2024",3
16202,"Algas","2020",1
7102,"Algas","2024",2482
7102,"Algas","2021",3143
7102,"Algas","2022",3588
7102,"Algas","2023",3315
7102,"Algas","2020",4481
7102,"Algas","2018",5750
7102,"Algas","2019",5969
4102,"Algas","2019",42733
4102,"Aceite","2019",425
4102,"Algas","2018",47774
4102,"Aceite","2018",363
4102,"Algas","2020",51575.706
4102,"Harina","2022",10338
4102,"Aceite","2020",823
4102,"Aceite","2024",1168
4102,"Algas","2023",55508
4102,"Harina","2019",6278
4102,"Algas","2022",55514.667
4102,"Aceite","2023",930
4102,"Algas","2024",47301
4102,"Harina","2018",3574
4102,"Harina","2023",10760
4102,"Harina","2020",8485
4102,"Harina","2021",9158
4102,"Harina","2024",9931
4102,"Aceite","2022",1414
4102,"Algas","2021",45398.445
4102,"Aceite","2021",954
8102,"Harina","2019",106334
8102,"Harina","2023",161681
8102,"Aceite","2024",30355
8102,"Algas","2019",17246
8102,"Algas","2023",19488
8102,"Aceite","2020",38800
8102,"Aceite","2019",40312
8102,"Aceite","2018",29504
8102,"Harina","2022",107357
8102,"Harina","2024",128460
8102,"Algas","2024",15968
8102,"Algas","2022",15089
8102,"Algas","2018",20422
8102,"Harina","2020",121482
8102,"Harina","2018",96249
8102,"Aceite","2022",38086
8102,"Aceite","2023",58258
8102,"Harina","2021",125722
8102,"Aceite","2021",44501
8102,"Algas","2020",18245
8102,"Algas","2021",12223
14102,"Algas","2022",1158
14102,"Algas","2023",2387.4
14102,"Algas","2021",781
14102,"Algas","2024",906.03
14102,"Algas","2020",524
14102,"Algas","2018",0
14102,"Algas","2019",0
10205,"Algas","2024",23.075
10205,"Algas","2023",8.418
10205,"Algas","2020",7.69
10205,"Algas","2021",0.6
11203,"Algas","2018",0
11203,"Algas","2023",261.778
11203,"Algas","2020",650.644
11203,"Algas","2022",578.977
11203,"Algas","2021",819.848
11203,"Algas","2019",0
11203,"Algas","2024",612.85
10403,"Algas","2020",3.44
10403,"Algas","2021",1.2
10403,"Algas","2023",2.2
3304,"Algas","2022",75527
3304,"Algas","2021",68420
3304,"Algas","2024",74706
3304,"Algas","2023",75483
3304,"Algas","2020",66873
3304,"Algas","2019",59632
3304,"Algas","2018",57144
1101,"Aceite","2018",8176
1101,"Aceite","2022",3607
1101,"Aceite","2019",1806
1101,"Algas","2022",34641
1101,"Algas","2019",30253
1101,"Harina","2019",74328
1101,"Harina","2018",89240
1101,"Aceite","2023",1462
1101,"Aceite","2020",2025
1101,"Algas","2023",32580
1101,"Aceite","2021",6585
1101,"Algas","2021",34401
1101,"Harina","2021",52061
1101,"Harina","2024",32804
1101,"Harina","2023",19842
