"rgn_id","resilience_score"
5602,1
10202,0.5
2101,0.5
8202,0.5
15101,0.5
11201,0.5
12201,1
10102,0.5
3102,0.5
15102,0.5
4202,0.5
8203,0.5
9102,0.5
5603,1
5102,1
10201,0.5
10401,0.5
3201,0.5
7202,0.5
10203,0.5
11202,0.5
16202,0.5
10103,0.5
16203,0.5
5103,1
7102,0.5
3101,0.5
4102,0.5
8102,0.5
14102,1
10204,0.5
7103,0.5
10205,0.5
5604,1
5605,1
3303,0.5
10104,0.5
11203,0.5
10403,0.5
8112,0.5
1404,0.5
3304,0.5
1101,0.5
4104,0.5
5401,1
4101,0.5
14201,1
12102,1
8201,0.5
7303,0.5
6203,0.5
8206,0.5
10106,0.5
4203,0.5
8106,0.5
14106,1
10108,0.5
2102,0.5
12401,1
6205,0.5
4301,0.5
5403,1
6206,0.5
7203,0.5
8107,0.5
6201,0.5
12301,1
12302,1
5105,1
10101,0.5
10109,0.5
12101,1
10206,0.5
10303,0.5
10207,0.5
10208,0.5
10209,0.5
10210,0.5
5107,1
10305,0.5
12103,1
9116,0.5
5601,1
12104,1
10306,0.5
8108,0.5
5606,1
8110,0.5
2104,0.5
9117,0.5
12303,1
8207,0.5
2301,0.5
9118,0.5
8111,0.5
12402,1
11303,0.5
16207,0.5
14101,1
5101,1
7309,0.5
5109,1
5405,1
5201,1
5104,1
