"rgn_id","producto","year","score"
11203,"Algas",2020,0.5
11201,"Algas",2020,0.5
12201,"Algas",2020,0.5
11202,"Algas",2020,0.5
12301,"Algas",2020,0.5
12401,"Algas",2020,0.5
12101,"Algas",2020,0.5
12103,"Algas",2020,0.5
11303,"Algas",2020,0.5
11203,"Algas",2021,0.5
11201,"Algas",2021,0.5
12201,"Algas",2021,0.5
11202,"Algas",2021,0.5
12301,"Algas",2021,0.5
12401,"Algas",2021,0.5
12101,"Algas",2021,0.5
12103,"Algas",2021,0.5
11303,"Algas",2021,0.5
11203,"Algas",2022,0.35
11201,"Algas",2022,0.35
12201,"Algas",2022,0.35
11202,"Algas",2022,0.35
12301,"Algas",2022,0.35
12401,"Algas",2022,0.35
12101,"Algas",2022,0.35
12103,"Algas",2022,0.35
11303,"Algas",2022,0.35
11203,"Algas",2023,0.35
11201,"Algas",2023,0.35
12201,"Algas",2023,0.35
11202,"Algas",2023,0.35
12301,"Algas",2023,0.35
12401,"Algas",2023,0.35
12101,"Algas",2023,0.35
12103,"Algas",2023,0.35
11303,"Algas",2023,0.35
11203,"Algas",2024,0.35
11201,"Algas",2024,0.35
12201,"Algas",2024,0.35
11202,"Algas",2024,0.35
12301,"Algas",2024,0.35
12401,"Algas",2024,0.35
12101,"Algas",2024,0.35
12103,"Algas",2024,0.35
11303,"Algas",2024,0.35
5602,"Algas",2020,0.9
5403,"Algas",2020,0.9
4203,"Algas",2020,0.9
5102,"Algas",2020,0.9
4102,"Algas",2020,0.9
5201,"Algas",2020,0.9
5604,"Algas",2020,0.9
5603,"Algas",2020,0.9
5605,"Algas",2020,0.9
4202,"Algas",2020,0.9
5103,"Algas",2020,0.9
4104,"Algas",2020,0.9
4301,"Algas",2020,0.9
5107,"Algas",2020,0.9
4101,"Algas",2020,0.9
5606,"Algas",2020,0.9
5105,"Algas",2020,0.9
5401,"Algas",2020,0.9
5601,"Algas",2020,0.9
5405,"Algas",2020,0.9
5104,"Algas",2020,0.9
5101,"Algas",2020,0.9
5109,"Algas",2020,0.9
5602,"Algas",2021,0.9
5403,"Algas",2021,0.9
4203,"Algas",2021,0.9
5102,"Algas",2021,0.9
4102,"Algas",2021,0.9
5201,"Algas",2021,0.9
5604,"Algas",2021,0.9
5603,"Algas",2021,0.9
5605,"Algas",2021,0.9
4202,"Algas",2021,0.9
5103,"Algas",2021,0.9
4104,"Algas",2021,0.9
4301,"Algas",2021,0.9
5107,"Algas",2021,0.9
4101,"Algas",2021,0.9
5606,"Algas",2021,0.9
5105,"Algas",2021,0.9
5401,"Algas",2021,0.9
5601,"Algas",2021,0.9
5405,"Algas",2021,0.9
5104,"Algas",2021,0.9
5101,"Algas",2021,0.9
5109,"Algas",2021,0.9
5602,"Algas",2022,0.85
5403,"Algas",2022,0.85
4203,"Algas",2022,0.85
5102,"Algas",2022,0.85
4102,"Algas",2022,0.85
5201,"Algas",2022,0.85
5604,"Algas",2022,0.85
5603,"Algas",2022,0.85
5605,"Algas",2022,0.85
4202,"Algas",2022,0.85
5103,"Algas",2022,0.85
4104,"Algas",2022,0.85
4301,"Algas",2022,0.85
5107,"Algas",2022,0.85
4101,"Algas",2022,0.85
5606,"Algas",2022,0.85
5105,"Algas",2022,0.85
5401,"Algas",2022,0.85
5601,"Algas",2022,0.85
5405,"Algas",2022,0.85
5104,"Algas",2022,0.85
5101,"Algas",2022,0.85
5109,"Algas",2022,0.85
5602,"Algas",2023,0.85
5403,"Algas",2023,0.85
4203,"Algas",2023,0.85
5102,"Algas",2023,0.85
4102,"Algas",2023,0.85
5201,"Algas",2023,0.85
5604,"Algas",2023,0.85
5603,"Algas",2023,0.85
5605,"Algas",2023,0.85
4202,"Algas",2023,0.85
5103,"Algas",2023,0.85
4104,"Algas",2023,0.85
4301,"Algas",2023,0.85
5107,"Algas",2023,0.85
4101,"Algas",2023,0.85
5606,"Algas",2023,0.85
5105,"Algas",2023,0.85
5401,"Algas",2023,0.85
5601,"Algas",2023,0.85
5405,"Algas",2023,0.85
5104,"Algas",2023,0.85
5101,"Algas",2023,0.85
5109,"Algas",2023,0.85
5602,"Algas",2024,0.85
5403,"Algas",2024,0.85
4203,"Algas",2024,0.85
5102,"Algas",2024,0.85
4102,"Algas",2024,0.85
5201,"Algas",2024,0.85
5604,"Algas",2024,0.85
5603,"Algas",2024,0.85
5605,"Algas",2024,0.85
4202,"Algas",2024,0.85
5103,"Algas",2024,0.85
4104,"Algas",2024,0.85
4301,"Algas",2024,0.85
5107,"Algas",2024,0.85
4101,"Algas",2024,0.85
5606,"Algas",2024,0.85
5105,"Algas",2024,0.85
5401,"Algas",2024,0.85
5601,"Algas",2024,0.85
5405,"Algas",2024,0.85
5104,"Algas",2024,0.85
5101,"Algas",2024,0.85
5109,"Algas",2024,0.85
8102,"Algas",2020,0.3
8112,"Algas",2020,0.3
8202,"Algas",2020,0.3
8206,"Algas",2020,0.3
7202,"Algas",2020,0.3
6203,"Algas",2020,0.3
7103,"Algas",2020,0.3
7102,"Algas",2020,0.3
8201,"Algas",2020,0.3
8207,"Algas",2020,0.3
6206,"Algas",2020,0.3
8203,"Algas",2020,0.3
7203,"Algas",2020,0.3
8106,"Algas",2020,0.3
6201,"Algas",2020,0.3
16203,"Algas",2020,0.3
16202,"Algas",2020,0.3
7303,"Algas",2020,0.3
8107,"Algas",2020,0.3
8110,"Algas",2020,0.3
8111,"Algas",2020,0.3
6205,"Algas",2020,0.3
7309,"Algas",2020,0.3
8108,"Algas",2020,0.3
8102,"Algas",2021,0.3
8112,"Algas",2021,0.3
8202,"Algas",2021,0.3
8206,"Algas",2021,0.3
7202,"Algas",2021,0.3
6203,"Algas",2021,0.3
7103,"Algas",2021,0.3
7102,"Algas",2021,0.3
8201,"Algas",2021,0.3
8207,"Algas",2021,0.3
6206,"Algas",2021,0.3
8203,"Algas",2021,0.3
7203,"Algas",2021,0.3
8106,"Algas",2021,0.3
6201,"Algas",2021,0.3
16203,"Algas",2021,0.3
16202,"Algas",2021,0.3
7303,"Algas",2021,0.3
8107,"Algas",2021,0.3
8110,"Algas",2021,0.3
8111,"Algas",2021,0.3
6205,"Algas",2021,0.3
7309,"Algas",2021,0.3
8108,"Algas",2021,0.3
8102,"Algas",2022,0.45
8112,"Algas",2022,0.45
8202,"Algas",2022,0.45
8206,"Algas",2022,0.45
7202,"Algas",2022,0.45
6203,"Algas",2022,0.45
7103,"Algas",2022,0.45
7102,"Algas",2022,0.45
8201,"Algas",2022,0.45
8207,"Algas",2022,0.45
6206,"Algas",2022,0.45
8203,"Algas",2022,0.45
7203,"Algas",2022,0.45
8106,"Algas",2022,0.45
6201,"Algas",2022,0.45
16203,"Algas",2022,0.45
16202,"Algas",2022,0.45
7303,"Algas",2022,0.45
8107,"Algas",2022,0.45
8110,"Algas",2022,0.45
8111,"Algas",2022,0.45
6205,"Algas",2022,0.45
7309,"Algas",2022,0.45
8108,"Algas",2022,0.45
8102,"Algas",2023,0.45
8112,"Algas",2023,0.45
8202,"Algas",2023,0.45
8206,"Algas",2023,0.45
7202,"Algas",2023,0.45
6203,"Algas",2023,0.45
7103,"Algas",2023,0.45
7102,"Algas",2023,0.45
8201,"Algas",2023,0.45
