"rgn_id","basura_kg","resilience_score"
"05405",6502.8,0.296457715979029
"05109",6502.8,0.296457715979029
"07309",550,0.0250740825165261
"05101",6502.8,0.296457715979029
"14101",797,0.0363346250284933
"16207",500,0.0227946204695692
"11303",5518,0.251561431502166
"12402",22478,1
"08111",21935,1
"09118",1091,0.0497378618646
"02301",2955.28,0.134728971962617
"08207",21935,1
"12303",22478,1
"09117",1091,0.0497378618646
"02104",2955.28,0.134728971962617
"08110",21935,1
"05606",6502.8,0.296457715979029
"08108",21935,1
"10306",14753.3,0.67259174834739
"12104",22478,1
"05601",6502.8,0.296457715979029
"09116",1091,0.0497378618646
"12103",22478,1
"10305",14753.3,0.67259174834739
"05107",6502.8,0.296457715979029
"10210",14753.3,0.67259174834739
"10209",14753.3,0.67259174834739
"10208",14753.3,0.67259174834739
"10207",14753.3,0.67259174834739
"10303",14753.3,0.67259174834739
"10206",14753.3,0.67259174834739
"12101",22478,1
"10109",14753.3,0.67259174834739
"10101",14753.3,0.67259174834739
"05105",6502.8,0.296457715979029
"12302",22478,1
"12301",22478,1
"06201",250,0.0113973102347846
"08107",21935,1
"07203",550,0.0250740825165261
"06206",250,0.0113973102347846
"05403",6502.8,0.296457715979029
"04301",3175,0.144745839981764
"06205",250,0.0113973102347846
"12401",22478,1
"02102",2955.28,0.134728971962617
"10108",14753.3,0.67259174834739
"14106",797,0.0363346250284933
"08106",21935,1
"04203",3175,0.144745839981764
"10106",14753.3,0.67259174834739
"08206",21935,1
"06203",250,0.0113973102347846
"07303",550,0.0250740825165261
"08201",21935,1
"12102",22478,1
"14201",797,0.0363346250284933
"04101",3175,0.144745839981764
"05401",6502.8,0.296457715979029
"04104",3175,0.144745839981764
"05104",6502.8,0.296457715979029
"05201",6502.8,0.296457715979029
"01101",5012,0.228493275586961
"03304",1222,0.0557100524276271
"01404",5012,0.228493275586961
"08112",21935,1
"10403",14753.3,0.67259174834739
"11203",5518,0.251561431502166
"10104",14753.3,0.67259174834739
"03303",1222,0.0557100524276271
"05605",6502.8,0.296457715979029
"05604",6502.8,0.296457715979029
"10205",14753.3,0.67259174834739
"07103",550,0.0250740825165261
"10204",14753.3,0.67259174834739
"14102",797,0.0363346250284933
"08102",21935,1
"04102",3175,0.144745839981764
"03101",1222,0.0557100524276271
"07102",550,0.0250740825165261
"05103",6502.8,0.296457715979029
"16203",500,0.0227946204695692
"10103",14753.3,0.67259174834739
"16202",500,0.0227946204695692
"11202",5518,0.251561431502166
"10203",14753.3,0.67259174834739
"07202",550,0.0250740825165261
"03201",1222,0.0557100524276271
"10401",14753.3,0.67259174834739
"10201",14753.3,0.67259174834739
"05102",6502.8,0.296457715979029
"05603",6502.8,0.296457715979029
"09102",1091,0.0497378618646
"08203",21935,1
"04202",3175,0.144745839981764
"15102",150,0.00683838614087076
"03102",1222,0.0557100524276271
"10102",14753.3,0.67259174834739
"12201",22478,1
"11201",5518,0.251561431502166
"15101",150,0.00683838614087076
"08202",21935,1
"02101",2955.28,0.134728971962617
"10202",14753.3,0.67259174834739
"05602",6502.8,0.296457715979029
