"rgn_id","Especie","year","b_bmsy"
"11203","CULENGUE",1999,1.06253605343185
"11201","CULENGUE",1999,1.06253605343185
"12201","CULENGUE",1999,1.06253605343185
"11202","CULENGUE",1999,1.06253605343185
"12301","CULENGUE",1999,1.06253605343185
NA,"CULENGUE",1999,1.06253605343185
"12401","CULENGUE",1999,1.06253605343185
"12101","CULENGUE",1999,1.06253605343185
"12103","CULENGUE",1999,1.06253605343185
"11303","CULENGUE",1999,1.06253605343185
"11203","CULENGUE",2000,1.51761474019948
"11201","CULENGUE",2000,1.51761474019948
"12201","CULENGUE",2000,1.51761474019948
"11202","CULENGUE",2000,1.51761474019948
"12301","CULENGUE",2000,1.51761474019948
NA,"CULENGUE",2000,1.51761474019948
"12401","CULENGUE",2000,1.51761474019948
"12101","CULENGUE",2000,1.51761474019948
"12103","CULENGUE",2000,1.51761474019948
"11303","CULENGUE",2000,1.51761474019948
"11203","CULENGUE",2001,1.17202570326894
"11201","CULENGUE",2001,1.17202570326894
"12201","CULENGUE",2001,1.17202570326894
"11202","CULENGUE",2001,1.17202570326894
"12301","CULENGUE",2001,1.17202570326894
NA,"CULENGUE",2001,1.17202570326894
"12401","CULENGUE",2001,1.17202570326894
"12101","CULENGUE",2001,1.17202570326894
"12103","CULENGUE",2001,1.17202570326894
"11303","CULENGUE",2001,1.17202570326894
"11203","CULENGUE",2002,1.06350852852432
"11201","CULENGUE",2002,1.06350852852432
"12201","CULENGUE",2002,1.06350852852432
"11202","CULENGUE",2002,1.06350852852432
"12301","CULENGUE",2002,1.06350852852432
NA,"CULENGUE",2002,1.06350852852432
"12401","CULENGUE",2002,1.06350852852432
"12101","CULENGUE",2002,1.06350852852432
"12103","CULENGUE",2002,1.06350852852432
"11303","CULENGUE",2002,1.06350852852432
"11203","CULENGUE",2003,1.33440848091034
"11201","CULENGUE",2003,1.33440848091034
"12201","CULENGUE",2003,1.33440848091034
"11202","CULENGUE",2003,1.33440848091034
"12301","CULENGUE",2003,1.33440848091034
NA,"CULENGUE",2003,1.33440848091034
"12401","CULENGUE",2003,1.33440848091034
"12101","CULENGUE",2003,1.33440848091034
"12103","CULENGUE",2003,1.33440848091034
"11303","CULENGUE",2003,1.33440848091034
"11203","CULENGUE",2004,1.04242685336079
"11201","CULENGUE",2004,1.04242685336079
"12201","CULENGUE",2004,1.04242685336079
"11202","CULENGUE",2004,1.04242685336079
"12301","CULENGUE",2004,1.04242685336079
NA,"CULENGUE",2004,1.04242685336079
