"rgn_id","producto","year","tonnes_rel"
10202,"Algas",2022,0.989235155890613
10202,"Algas",2021,0.639682777751189
10202,"Algas",2020,0.816651115729062
10202,"Algas",2024,0.895939748766924
10202,"Algas",2023,1
2101,"Algas",2022,0.986488669871148
2101,"Algas",2021,0.662438906167953
2101,"Algas",2024,1
2101,"Algas",2023,0.945591145938523
2101,"Algas",2020,0.714242436482611
8202,"Algas",2022,1
8202,"Algas",2021,0.142694063926941
8202,"Algas",2024,0.35958904109589
15101,"Harina",2021,0.835912448165609
15101,"Aceite",2024,0.587855297157623
15101,"Algas",2020,0.324522760646109
15101,"Algas",2021,0.593245227606461
15101,"Harina",2020,0.818901925377094
15101,"Aceite",2022,1
15101,"Harina",2024,0.944933377391596
15101,"Aceite",2021,0.976744186046512
15101,"Harina",2022,1
15101,"Algas",2024,0.863436123348017
15101,"Algas",2022,1
15101,"Harina",2023,0.475619802017062
15101,"Aceite",2020,0.544788975021533
15101,"Algas",2023,0.23201174743025
15101,"Aceite",2023,0.0327304048234281
11201,"Aceite",2022,1
11201,"Aceite",2020,0.902903811252269
11201,"Aceite",2021,0.975499092558984
11201,"Harina",2021,0.977979274611399
11201,"Harina",2022,1
11201,"Algas",2024,0.388017131513161
11201,"Algas",2022,1
11201,"Algas",2021,0.897627567276114
11201,"Harina",2020,0.824697754749568
11201,"Algas",2023,0.00252928778001078
11201,"Harina",2024,0.474956822107081
11201,"Algas",2020,0.0704622322435175
11201,"Aceite",2023,0.372050816696915
11201,"Aceite",2024,0.480943738656987
11201,"Harina",2023,0.300086355785838
12201,"Algas",2021,
10102,"Aceite",2021,0.774939969438987
10102,"Algas",2021,0.888570622860138
10102,"Algas",2020,0.620852954238574
10102,"Harina",2024,0.0449326010983525
10102,"Algas",2024,0.896474731170291
10102,"Harina",2020,1
10102,"Algas",2023,1
10102,"Harina",2021,0.793809286070894
10102,"Aceite",2024,0.0414756603361711
10102,"Aceite",2020,1
10102,"Harina",2023,0.181602596105841
10102,"Aceite",2022,0.259768609473914
10102,"Algas",2022,0.976361298517708
10102,"Aceite",2023,0.163719711853307
10102,"Harina",2022,0.267723414877683
3102,"Aceite",2022,0.962628865979381
3102,"Algas",2020,0.784520684027531
