"rgn_id","sector","year","gdp"
"05602","Alojamiento","2022",310616614.946734
"05602","Alojamiento","2023",229716934.861916
"05602","Alojamiento","2024",157815236.685018
"05602","Alojamiento","2020",180727169.802875
"05602","Alojamiento","2021",271921169.91295
"10202","Pesca","2022",9182741135.29008
"10202","Pesca","2023",7202389103.47883
"10202","Pesca","2024",6213185086.05659
"10202","Pesca","2020",5084883291.61558
"10202","Pesca","2021",6432682938.52657
"10202","Alojamiento","2022",886321435.334134
"10202","Alojamiento","2023",765012450.219874
"10202","Alojamiento","2024",598623882.837019
"10202","Alojamiento","2020",1118530532.7846
"10202","Alojamiento","2021",1275044229.34025
"10202","Acuicultura","2022",16154163499.3398
"10202","Acuicultura","2023",13067984191.6022
"10202","Acuicultura","2024",11146931469.7506
"10202","Acuicultura","2020",13012084645.3758
"10202","Acuicultura","2021",12698091090.388
"02101","Turismo","2022",974819183.022668
"02101","Turismo","2023",1305369437.36604
"02101","Turismo","2024",1200198541.60335
"02101","Turismo","2020",278053337.067008
"02101","Turismo","2021",523410116.362134
"02101","Alojamiento","2022",16487230629.6229
"02101","Alojamiento","2023",23434816536.1201
"02101","Alojamiento","2024",22303242993.5779
"02101","Alojamiento","2020",7848262644.26119
"02101","Alojamiento","2021",10493107135.3981
"02101","Pesca","2022",8411986581.24881
"02101","Pesca","2023",2545638656.96291
"02101","Pesca","2024",410752201.228219
"02101","Pesca","2020",0
"02101","Pesca","2021",0
"08202","Alojamiento","2022",3806511883.28987
"08202","Alojamiento","2023",3892296625.08483
"08202","Alojamiento","2024",2709456428.59717
"08202","Alojamiento","2020",2434508929.1817
"08202","Alojamiento","2021",2400486475.51482
"08202","Pesca","2022",664932362.622001
"08202","Pesca","2023",711308187.800166
"08202","Pesca","2024",706930908.160146
"08202","Pesca","2020",518393415.234633
"08202","Pesca","2021",253626751.93775
"15101","Pesca","2022",40738549523.5019
"15101","Pesca","2023",15987827518.9409
"15101","Pesca","2024",24955994671.0404
"15101","Pesca","2020",20796015420.3489
"15101","Pesca","2021",27789200044.7827
"15101","Turismo","2022",1066475959.88707
"15101","Turismo","2023",1037153518.59762
"15101","Turismo","2024",969738225.672364
"15101","Turismo","2020",1018336854.71689
"15101","Turismo","2021",1184118063.58678
"15101","Alojamiento","2022",1067312795.37153
"15101","Alojamiento","2023",813861714.080458
"15101","Alojamiento","2024",625034899.354982
"15101","Alojamiento","2020",710397625.474449
"15101","Alojamiento","2021",1469737697.46739
"11201","Alojamiento","2022",1458067062.4938
"11201","Alojamiento","2023",1108379948.15167
"11201","Alojamiento","2024",1533742889.69491
"11201","Alojamiento","2020",621565874.652149
"11201","Alojamiento","2021",940011608.519501
"11201","Turismo","2022",193461959.734267
"11201","Turismo","2023",0
"11201","Turismo","2024",114269958.111782
"11201","Turismo","2020",103848112.52815
"11201","Turismo","2021",231997190.524017
"11201","Pesca","2022",2923402006.481
"11201","Pesca","2023",794546035.586874
"11201","Pesca","2024",1853655805.75687
"11201","Pesca","2020",1549319901.34236
"11201","Pesca","2021",1709539636.18642
"11201","Transporte","2022",8244054876.44274
"11201","Transporte","2023",6168797787.64708
"11201","Transporte","2024",13025067412.6471
"11201","Transporte","2020",8187468323.43568
"11201","Transporte","2021",5804616307.13704
"11201","Acuicultura","2022",22768467889.6664
"11201","Acuicultura","2023",31074423493.4667
"11201","Acuicultura","2024",40725042665.5123
"11201","Acuicultura","2020",10840719660.4052
"11201","Acuicultura","2021",13930576779.6585
"12201","Pesca","2022",4152906601.52354
"12201","Pesca","2023",3188197014.82966
"12201","Pesca","2024",2381032522.60211
"12201","Pesca","2020",1452679998.03992
"12201","Pesca","2021",2858238786.36924
"10102","Alojamiento","2022",615479779.454467
"10102","Alojamiento","2023",687763405.204958
"10102","Alojamiento","2024",1076793678.86109
"10102","Alojamiento","2020",99995513.2546999
"10102","Alojamiento","2021",399988055.609684
"10102","Pesca","2022",1148406878.15407
"10102","Pesca","2023",2508325635.14054
"10102","Pesca","2024",3821090147.91128
"10102","Pesca","2020",476697359.051516
"10102","Pesca","2021",496385978.316184
"10102","Transporte","2022",6670854052.00867
"10102","Transporte","2023",6738083688.56079
"10102","Transporte","2024",7765990122.99346
"10102","Transporte","2020",2310167821.90281
"10102","Transporte","2021",2481594350.88115
"10102","Acuicultura","2022",18764728121.7756
"10102","Acuicultura","2023",22507834470.7114
"10102","Acuicultura","2024",19715299472.8368
"10102","Acuicultura","2020",61459483802.2178
"10102","Acuicultura","2021",13853526086.0216
"03102","Pesca","2022",13246065704.0639
"03102","Pesca","2023",11993388875.1961
"03102","Pesca","2024",12220023953.3853
"03102","Pesca","2020",5124958755.38435
"03102","Pesca","2021",9293446325.96901
"03102","Alojamiento","2022",1293435125.8752
"03102","Alojamiento","2023",1158700063.98737
"03102","Alojamiento","2024",869325761.064219
"03102","Alojamiento","2020",324108732.35655
"03102","Alojamiento","2021",720621331.711584
"03102","Acuicultura","2022",1209551701.6022
"03102","Acuicultura","2023",0
"03102","Acuicultura","2024",0
"03102","Acuicultura","2020",3161768630.88663
"03102","Acuicultura","2021",1650461825.52022
"08203","Alojamiento","2022",110242585.727267
"08203","Alojamiento","2023",103846322.073542
"08203","Alojamiento","2024",0
"08203","Alojamiento","2020",103031937.335933
"08203","Alojamiento","2021",119389910.478433
"09102","Alojamiento","2022",308557068.002334
"09102","Alojamiento","2023",40474508.2516666
"09102","Alojamiento","2024",0
"09102","Alojamiento","2020",165456434.451383
"09102","Alojamiento","2021",96116616.8267668
"05603","Alojamiento","2022",222195513.856067
"05603","Alojamiento","2023",379438802.704
"05603","Alojamiento","2024",256784500.889382
"05603","Alojamiento","2020",235798347.1349
"05603","Alojamiento","2021",253189595.4488
"05102","Pesca","2022",0
"05102","Pesca","2023",0
"05102","Pesca","2024",0
"05102","Pesca","2020",0
"05102","Pesca","2021",1193464.03425
"05102","Alojamiento","2022",1392378615.5092
"05102","Alojamiento","2023",1508656360.06746
"05102","Alojamiento","2024",4260652087.4904
"05102","Alojamiento","2020",0
"05102","Alojamiento","2021",0
"10201","Acuicultura","2022",45774797263.121
"10201","Acuicultura","2023",48335114944.8618
"10201","Acuicultura","2024",44658796013.4095
"10201","Acuicultura","2020",26542236924.1809
"10201","Acuicultura","2021",33918334867.4919
"10201","Transporte","2022",11365636242.5327
"10201","Transporte","2023",17811817060.5954
"10201","Transporte","2024",18570826207.4053
"10201","Transporte","2020",11711782490.9085
"10201","Transporte","2021",8868249508.81691
"10201","Alojamiento","2022",1256613703.81213
"10201","Alojamiento","2023",1132320051.44158
"10201","Alojamiento","2024",1343405491.21367
"10201","Alojamiento","2020",714588338.082974
"10201","Alojamiento","2021",1048263117.33197
"10201","Turismo","2022",462000583.572
"10201","Turismo","2023",1039612492.45479
"10201","Turismo","2024",0
"10201","Turismo","2020",78639024.6516166
"10201","Turismo","2021",85855806.0673834
"10401","Alojamiento","2022",599869312.231201
"10401","Alojamiento","2023",652708279.652541
"10401","Alojamiento","2024",833337448.090765
"10401","Alojamiento","2020",394520332.521341
"10401","Alojamiento","2021",369994710.163667
