"rgn_id","sector","year","gdp"
"10203","Acuicultura","2022",24941101603.2464
"10203","Acuicultura","2023",26141844237.2062
"10203","Acuicultura","2024",29081095957.1206
"10203","Acuicultura","2020",387361882451.501
"10203","Acuicultura","2021",25524192745.6981
"10203","Alojamiento","2022",522286106.153534
"10203","Alojamiento","2023",301978608.237041
"10203","Alojamiento","2024",369967193.1368
"10203","Alojamiento","2020",118177636.712792
"10203","Alojamiento","2021",451242046.4958
"11202","Acuicultura","2022",7957907687.86494
"11202","Acuicultura","2023",11851918022.9092
"11202","Acuicultura","2024",11158591600.8138
"11202","Acuicultura","2020",6499185848.83581
"11202","Acuicultura","2021",7637432583.23977
"11202","Pesca","2022",204341151.4056
"11202","Pesca","2023",219694709.933833
"11202","Pesca","2024",627221033.576582
"11202","Pesca","2020",0
"11202","Pesca","2021",0
"11202","Alojamiento","2022",1382439335.78153
"11202","Alojamiento","2023",1532950417.46437
"11202","Alojamiento","2024",1376629790.96567
"11202","Alojamiento","2020",781323995.305449
"11202","Alojamiento","2021",1368464004.84118
"16202","Alojamiento","2022",63303812.7458001
"16202","Alojamiento","2023",109381890.927833
"16202","Alojamiento","2024",79675441.3789092
"16202","Alojamiento","2020",40205948.5588166
"16202","Alojamiento","2021",106923351.708683
"10103","Acuicultura","2022",1683387577.07927
"10103","Acuicultura","2023",2222149423.11754
"10103","Acuicultura","2024",2172911122.46473
"10103","Acuicultura","2020",1657603636.39265
"10103","Acuicultura","2021",1768962225.3514
"10103","Alojamiento","2022",465155317.8954
"10103","Alojamiento","2023",351013841.887583
"10103","Alojamiento","2024",280768350.753164
"10103","Alojamiento","2020",66814234.8762583
"10103","Alojamiento","2021",265038711.652017
"05103","Alojamiento","2022",349224695.635934
"05103","Alojamiento","2023",168618484.816708
"05103","Alojamiento","2024",0
"05103","Alojamiento","2020",0
"05103","Alojamiento","2021",0
"07102","Pesca","2022",4175524616.10607
"07102","Pesca","2023",4499089431.21895
"07102","Pesca","2024",6479016911.46895
"07102","Pesca","2020",2453490881.38578
"07102","Pesca","2021",3369847465.49082
"07102","Alojamiento","2022",2224390980.6558
"07102","Alojamiento","2023",1613409149.976
"07102","Alojamiento","2024",2409989350.62073
"07102","Alojamiento","2020",1544469882.06942
"07102","Alojamiento","2021",1024552667.19135
"07102","Turismo","2022",0
"07102","Turismo","2023",0
"07102","Turismo","2024",8688395.79185455
"07102","Turismo","2020",0
"07102","Turismo","2021",0
"03101","Turismo","2022",0
"03101","Turismo","2023",86842136.5592083
"03101","Turismo","2024",113598510.621018
"03101","Turismo","2020",0
"03101","Turismo","2021",0
"03101","Alojamiento","2022",5854821181.02421
"03101","Alojamiento","2023",4084400540.43612
"03101","Alojamiento","2024",2729259638.28713
"03101","Alojamiento","2020",2884540359.18435
"03101","Alojamiento","2021",4047546705.04229
"04102","Pesca","2022",16204865884.5751
"04102","Pesca","2023",16901271559.1758
"04102","Pesca","2024",17120664682.1738
"04102","Pesca","2020",13992896942.2743
"04102","Pesca","2021",12363911625.0055
"04102","Turismo","2022",128677083.634
"04102","Turismo","2023",79315216.1435833
"04102","Turismo","2024",1094207897.84116
"04102","Turismo","2020",0
"04102","Turismo","2021",0
"04102","Acuicultura","2022",522149331.621134
"04102","Acuicultura","2023",603156862.929291
"04102","Acuicultura","2024",856187247.844728
"04102","Acuicultura","2020",1213135160.14215
"04102","Acuicultura","2021",812089249.678351
"04102","Alojamiento","2022",1356908089.73353
"04102","Alojamiento","2023",1336771713.36908
"04102","Alojamiento","2024",1632994730.74182
"04102","Alojamiento","2020",1354581246.10683
"04102","Alojamiento","2021",1437006387.59023
"08102","Pesca","2022",1191427356466.35
"08102","Pesca","2023",571757329351.16
"08102","Pesca","2024",426389361814.836
"08102","Pesca","2020",125415193258.289
"08102","Pesca","2021",158163018046.454
"08102","Alojamiento","2022",202320588.506667
"08102","Alojamiento","2023",240393831.004166
"08102","Alojamiento","2024",193352549.532291
"08102","Alojamiento","2020",172296992.026908
"08102","Alojamiento","2021",259197442.738317
"14102","Pesca","2022",0
"14102","Pesca","2023",0
"14102","Pesca","2024",0
"14102","Pesca","2020",0
"14102","Pesca","2021",244289125.093
"14102","Alojamiento","2022",112914975.081333
"14102","Alojamiento","2023",137102180.915375
"14102","Alojamiento","2024",116371132.143636
"14102","Alojamiento","2020",61706113.8208249
"14102","Alojamiento","2021",53721675.1976334
"10204","Acuicultura","2022",3344183239.06407
"10204","Acuicultura","2023",5074114496.54037
"10204","Acuicultura","2024",6753402768.32022
"10204","Acuicultura","2020",8115444734.2493
"10204","Acuicultura","2021",2123928526.48254
"10205","Alojamiento","2022",369962225.5846
"10205","Alojamiento","2023",524565022.506416
"10205","Alojamiento","2024",266360674.522982
"10205","Alojamiento","2020",122319309.982642
"10205","Alojamiento","2021",321456036.201417
"10205","Transporte","2022",0
"10205","Transporte","2023",6094004838.81366
"10205","Transporte","2024",5131224180.85353
"10205","Transporte","2020",3675395192.97825
"10205","Transporte","2021",0
"10205","Pesca","2022",1055433233.44873
"10205","Pesca","2023",0
"10205","Pesca","2024",1087517002.19324
"10205","Pesca","2020",0
"10205","Pesca","2021",720790294.035534
"10205","Acuicultura","2022",15242272494.6587
"10205","Acuicultura","2023",11663508683.4045
"10205","Acuicultura","2024",15913270723.6196
"10205","Acuicultura","2020",10081307359.3149
"10205","Acuicultura","2021",11037274288.1572
"05604","Alojamiento","2022",586345152.186934
"05604","Alojamiento","2023",933818703.373833
"05604","Alojamiento","2024",602636848.275128
"05604","Alojamiento","2020",505762774.338358
"05604","Alojamiento","2021",541891078.278767
"05605","Alojamiento","2022",248826902.882067
"05605","Alojamiento","2023",231663682.450416
"05605","Alojamiento","2024",197026048.485382
"05605","Alojamiento","2020",130200591.301158
"05605","Alojamiento","2021",211418652.243567
"11203","Alojamiento","2022",312140296.4526
"11203","Alojamiento","2023",443426439.118541
"11203","Alojamiento","2024",274789324.184073
"11203","Alojamiento","2020",0
"11203","Alojamiento","2021",0
"10403","Pesca","2022",269485803.993267
"10403","Pesca","2023",257724272.997208
"10403","Pesca","2024",281314416.466109
"10403","Pesca","2020",214982725.156033
"10403","Pesca","2021",362765089.455817
"10403","Alojamiento","2022",527128387.123067
"10403","Alojamiento","2023",688872029.755541
"10403","Alojamiento","2024",388790927.863928
"10403","Alojamiento","2020",394711901.399908
"10403","Alojamiento","2021",467094407.601917
"10403","Acuicultura","2022",4195124340.52434
"10403","Acuicultura","2023",3828855387.3375
"10403","Acuicultura","2024",2939942943.7056
"10403","Acuicultura","2020",2324424217.24907
"10403","Acuicultura","2021",2493795695.42107
"03304","Pesca","2022",314515.349866667
"03304","Pesca","2023",0
"03304","Pesca","2024",704009.325600001
"03304","Pesca","2020",0
"03304","Pesca","2021",295907.56205
"01101","Alojamiento","2022",6229535165.30327
"01101","Alojamiento","2023",9531615399.3152
"01101","Alojamiento","2024",13232071605.003
"01101","Alojamiento","2020",3996965637.69379
"01101","Alojamiento","2021",4750245216.69396
"01101","Pesca","2022",1254191076.64767
"01101","Pesca","2023",14005908618.7334
"01101","Pesca","2024",2055438127.77215
"01101","Pesca","2020",0
"01101","Pesca","2021",384023052.954267
"01101","Turismo","2022",1165781868.9946
"01101","Turismo","2023",1636612208.58579
"01101","Turismo","2024",1847348915.19564
"01101","Turismo","2020",422602380.016858
"01101","Turismo","2021",650775525.320634
"05201","Turismo","2022",0
"05201","Turismo","2023",0
"05201","Turismo","2024",506546499.399055
"05201","Turismo","2020",0
"05201","Turismo","2021",0
"05104","Pesca","2022",0
"05104","Pesca","2023",0
"05104","Pesca","2024",0
"05104","Pesca","2020",0
"05104","Pesca","2021",254687310.863567
"04104","Alojamiento","2022",636873430.710734
"04104","Alojamiento","2023",151677967.8765
"04104","Alojamiento","2024",215311202.978837
"04104","Alojamiento","2020",60207976.3632916
"04104","Alojamiento","2021",509972098.728051
"04101","Alojamiento","2022",2875401413.82047
"04101","Alojamiento","2023",3151731108.78166
"04101","Alojamiento","2024",3673275511.53462
"04101","Alojamiento","2020",1814607237.46716
"04101","Alojamiento","2021",2229691789.43084
"04101","Turismo","2022",1668513842.24067
"04101","Turismo","2023",2464156910.75179
"04101","Turismo","2024",3706652889.33775
"04101","Turismo","2020",745158199.982033
"04101","Turismo","2021",1387855634.94475
"14201","Alojamiento","2022",778525263.646534
"14201","Alojamiento","2023",951512092.210333
"14201","Alojamiento","2024",801334778.556074
"14201","Alojamiento","2020",220090559.431708
"14201","Alojamiento","2021",482284925.107517
"08201","Pesca","2022",27467589863.4214
"08201","Pesca","2023",26545036094.2818
"08201","Pesca","2024",33205961076.3298
"08201","Pesca","2020",17352276327.6762
"08201","Pesca","2021",21238917242.8323
"08201","Alojamiento","2022",71482533.3354001
"08201","Alojamiento","2023",55156409.5029999
"08201","Alojamiento","2024",80577815.9052364
"08201","Alojamiento","2020",29618900.220425
"08201","Alojamiento","2021",21756506.6518334
"07303","Alojamiento","2022",992014781.179401
"07303","Alojamiento","2023",820108788.243333
"07303","Alojamiento","2024",628440418.15011
"07303","Alojamiento","2020",916784700.933957
"07303","Alojamiento","2021",899262187.089401
"07303","Pesca","2022",43226038.2106667
"07303","Pesca","2023",0
"07303","Pesca","2024",164356422.747491
"07303","Pesca","2020",0
"07303","Pesca","2021",0
"10106","Alojamiento","2022",207692788.195934
"10106","Alojamiento","2023",0
"10106","Alojamiento","2024",0
"10106","Alojamiento","2020",0
"10106","Alojamiento","2021",0
"04203","Alojamiento","2022",5994860462.04541
"04203","Alojamiento","2023",4192398629.07775
"04203","Alojamiento","2024",6078055717.12946
"04203","Alojamiento","2020",2126068695.70145
"04203","Alojamiento","2021",5428798803.65771
"04203","Pesca","2022",51083966.3583334
"04203","Pesca","2023",0
"04203","Pesca","2024",1197302.40967273
"04203","Pesca","2020",0
"04203","Pesca","2021",0
"08106","Pesca","2022",106511417780.053
"08106","Pesca","2023",12226562617.9526
"08106","Pesca","2024",122821334451.193
"08106","Pesca","2020",108431754988.657
"08106","Pesca","2021",104252413469.286
"14106","Pesca","2022",0
"14106","Pesca","2023",0
"14106","Pesca","2024",73679946.7554182
"14106","Pesca","2020",0
"14106","Pesca","2021",0
"14106","Alojamiento","2022",2869083685.842
"14106","Alojamiento","2023",2787010897.69375
"14106","Alojamiento","2024",2706420692.47811
"14106","Alojamiento","2020",1039966357.64991
"14106","Alojamiento","2021",1557638037.05262
"10108","Acuicultura","2022",4539881068.10187
"10108","Acuicultura","2023",6832604542.92704
"10108","Acuicultura","2024",8304757867.92197
"10108","Acuicultura","2020",0
"10108","Acuicultura","2021",3163668731.24432
"02102","Alojamiento","2022",516371103.187134
"02102","Alojamiento","2023",734490742.970833
"02102","Alojamiento","2024",1618842683.6288
"02102","Alojamiento","2020",594225152.831924
"02102","Alojamiento","2021",616460975.889434
"12401","Pesca","2022",19781990358.3669
"12401","Pesca","2023",11932742579.94
"12401","Pesca","2024",15931965708.1032
"12401","Pesca","2020",10174555518.4156
"12401","Pesca","2021",11531088284.431
"12401","Acuicultura","2022",22600194578.9026
"12401","Acuicultura","2023",47279189988.1811
"12401","Acuicultura","2024",60789768053.5397
"12401","Acuicultura","2020",14078125878.9927
"12401","Acuicultura","2021",17781323798.3979
"12401","Transporte","2022",7477673473.33234
"12401","Transporte","2023",5610660721.68495
"12401","Transporte","2024",0
"12401","Transporte","2020",6091495155.91301
"12401","Transporte","2021",0
"12401","Turismo","2022",6677622409.12287
"12401","Turismo","2023",11312000600.7212
"12401","Turismo","2024",14168236707.5892
"12401","Turismo","2020",3513882840.54322
"12401","Turismo","2021",1335477612.51377
"12401","Alojamiento","2022",2953207291.47987
"12401","Alojamiento","2023",2808887707.53066
"12401","Alojamiento","2024",3142988066.07418
"12401","Alojamiento","2020",2108628184.69841
"12401","Alojamiento","2021",2188706059.14202
"06205","Alojamiento","2022",440702079.816534
"06205","Alojamiento","2023",179174158.8715
"06205","Alojamiento","2024",781031538.850692
"06205","Alojamiento","2020",90630146.6868082
"06205","Alojamiento","2021",241978483.364767
"04301","Pesca","2022",2758593650.538
"04301","Pesca","2023",2122067460.52546
"04301","Pesca","2024",3024510145.78924
"04301","Pesca","2020",1316064143.54484
"04301","Pesca","2021",2237443196.78637
"04301","Alojamiento","2022",492181172.6018
"04301","Alojamiento","2023",805190917.587333
"04301","Alojamiento","2024",711205865.372801
"04301","Alojamiento","2020",284240610.35305
"04301","Alojamiento","2021",366182181.111434
"07203","Alojamiento","2022",202517821.346867
"07203","Alojamiento","2023",100232321.145667
"07203","Alojamiento","2024",113530392.759636
"07203","Alojamiento","2020",312348754.806575
"07203","Alojamiento","2021",739373169.734867
"07203","Pesca","2022",172879374.847667
"07203","Pesca","2023",0
"07203","Pesca","2024",177002765.7048
"07203","Pesca","2020",96485042.2329416
"07203","Pesca","2021",80923715.3730334
"06201","Alojamiento","2022",1580787516.1298
"06201","Alojamiento","2023",2146643530.13771
"06201","Alojamiento","2024",2187741353.99986
"06201","Alojamiento","2020",1006220123.14755
"06201","Alojamiento","2021",1335549428.95128
"12301","Alojamiento","2022",544768998.070001
"12301","Alojamiento","2023",240295270.612583
"12301","Alojamiento","2024",336288899.066909
"12301","Alojamiento","2020",1204560732.14774
"12301","Alojamiento","2021",540010143.201567
"12301","Pesca","2022",1232599201.4314
"12301","Pesca","2023",474073684.968541
"12301","Pesca","2024",936311443.706037
"12301","Pesca","2020",286511619.259291
"12301","Pesca","2021",389825582.7108
"05105","Alojamiento","2022",329689063.6314
"05105","Alojamiento","2023",440110637.331625
"05105","Alojamiento","2024",311280661.364655
"05105","Alojamiento","2020",86785290.4668332
"05105","Alojamiento","2021",144154065.693983
"10101","Alojamiento","2022",3799623931.05314
"10101","Alojamiento","2023",3242122498.56625
"10101","Alojamiento","2024",3618814158.53797
"10101","Alojamiento","2020",2494891554.41781
"10101","Alojamiento","2021",3113993808.00302
"10101","Turismo","2022",2723393700.46774
"10101","Turismo","2023",4298346733.51633
"10101","Turismo","2024",6074246356.72757
"10101","Turismo","2020",1891521568.65216
"10101","Turismo","2021",686344031.469967
"10101","Transporte","2022",501215473063.898
"10101","Transporte","2023",478389122577.551
"10101","Transporte","2024",485622570863.584
"10101","Transporte","2020",321787857325.59
"10101","Transporte","2021",367978153767.129
"10101","Pesca","2022",255924783212.518
"10101","Pesca","2023",188530129940.858
"10101","Pesca","2024",458195195057.941
"10101","Pesca","2020",105025544181.939
"10101","Pesca","2021",165699462712.85
"10101","Acuicultura","2022",7820574650867.93
"10101","Acuicultura","2023",8502158225726.91
"10101","Acuicultura","2024",11399982608437.8
"10101","Acuicultura","2020",4389315264536.82
"10101","Acuicultura","2021",10137548622215.5
"10109","Turismo","2022",3698379391.6168
"10109","Turismo","2023",6648875742.89412
"10109","Turismo","2024",8520545521.65652
"10109","Turismo","2020",3587511249.25724
"10109","Turismo","2021",1986080897.58177
"10109","Transporte","2022",59659281884.0371
"10109","Transporte","2023",60019063398.8172
"10109","Transporte","2024",75842034249.1286
"10109","Transporte","2020",35402489413.5475
"10109","Transporte","2021",44351993488.2891
"10109","Alojamiento","2022",1329243953.87593
"10109","Alojamiento","2023",1849051938.4545
"10109","Alojamiento","2024",2192399567.75128
"10109","Alojamiento","2020",2260271585.30991
"10109","Alojamiento","2021",1835035433.82135
"10109","Acuicultura","2022",3130971551572.79
"10109","Acuicultura","2023",2441177937465.58
"10109","Acuicultura","2024",2372724731243.71
"10109","Acuicultura","2020",2209651146374.3
"10109","Acuicultura","2021",2426657412529.54
"12101","Alojamiento","2022",13289772765.7508
"12101","Alojamiento","2023",64523781923.3496
"12101","Alojamiento","2024",22084277005.3442
"12101","Alojamiento","2020",9782079065.23186
"12101","Alojamiento","2021",7269626039.46899
"12101","Pesca","2022",65614871536.6203
"12101","Pesca","2023",42800602197.5398
"12101","Pesca","2024",38289909590.0145
"12101","Pesca","2020",20263983046.5877
"12101","Pesca","2021",63912468804.3537
"12101","Acuicultura","2022",7555039624.17381
"12101","Acuicultura","2023",13135987264.7001
"12101","Acuicultura","2024",13538031587.7006
"12101","Acuicultura","2020",7699635593.14784
"12101","Acuicultura","2021",8300113843.53179
"12101","Turismo","2022",3857086744.44427
"12101","Turismo","2023",5415075538.19591
"12101","Turismo","2024",7595746370.79797
"12101","Turismo","2020",1950371069.30022
"12101","Turismo","2021",1412692798.57188
"12101","Transporte","2022",0
"12101","Transporte","2023",37409103096.3715
"12101","Transporte","2024",197445010011.729
"12101","Transporte","2020",10999133644.3312
"12101","Transporte","2021",0
"10206","Acuicultura","2022",2969423993.64747
"10206","Acuicultura","2023",3746289836.52841
"10206","Acuicultura","2024",3430404645.24342
"10206","Acuicultura","2020",1903147906.83475
"10206","Acuicultura","2021",2086200461.31792
"10206","Alojamiento","2022",55696968.2808001
"10206","Alojamiento","2023",79721328.1220416
"10206","Alojamiento","2024",0
"10206","Alojamiento","2020",264170615.74585
"10206","Alojamiento","2021",0
"10207","Pesca","2022",1682831889.24474
"10207","Pesca","2023",1666890392.53154
"10207","Pesca","2024",909258547.340437
"10207","Pesca","2020",953879949.454132
"10207","Pesca","2021",949205006.502184
"10207","Acuicultura","2022",1234091827.8502
"10207","Acuicultura","2023",1890891184.39108
"10207","Acuicultura","2024",1397847756.23818
"10207","Acuicultura","2020",1072683339.59961
"10207","Acuicultura","2021",1143722360.46097
"10208","Transporte","2022",5406783162.82134
"10208","Transporte","2023",6407706378.29779
"10208","Transporte","2024",4856428868.28604
"10208","Transporte","2020",13570783234.9657
"10208","Transporte","2021",8390684801.01339
"10208","Acuicultura","2022",370665379160.816
"10208","Acuicultura","2023",477445074816.311
"10208","Acuicultura","2024",510143601924.962
"10208","Acuicultura","2020",197741248769.007
"10208","Acuicultura","2021",270708784482.366
"10208","Pesca","2022",39151702631.2882
"10208","Pesca","2023",51650089040.3149
"10208","Pesca","2024",46032807757.9995
"10208","Pesca","2020",4115274619.5359
"10208","Pesca","2021",3949684442.19489
"10208","Alojamiento","2022",531770792.266267
"10208","Alojamiento","2023",593587152.499791
"10208","Alojamiento","2024",593153868.858473
"10208","Alojamiento","2020",308569284.3715
"10208","Alojamiento","2021",359726747.559884
"10209","Pesca","2022",0
"10209","Pesca","2023",0
"10209","Pesca","2024",22805261.1522909
"10209","Pesca","2020",0
"10209","Pesca","2021",0
"10209","Alojamiento","2022",0
"10209","Alojamiento","2023",120255907.85325
"10209","Alojamiento","2024",0
"10209","Alojamiento","2020",0
"10209","Alojamiento","2021",0
"10209","Acuicultura","2022",4133471402.99207
"10209","Acuicultura","2023",4664229525.57358
"10209","Acuicultura","2024",4811116642.33048
"10209","Acuicultura","2020",0
"10209","Acuicultura","2021",4398393543.79902
"10210","Acuicultura","2022",6062170711.39607
"10210","Acuicultura","2023",5092217594.44991
"10210","Acuicultura","2024",4090603706.30393
"10210","Acuicultura","2020",4890501390.39942
"10210","Acuicultura","2021",5648611635.27226
"10210","Transporte","2022",1954392437.35267
"10210","Transporte","2023",2714054265.64512
"10210","Transporte","2024",2545433858.22524
"10210","Transporte","2020",940043399.674066
"10210","Transporte","2021",1136832154.3686
"05107","Alojamiento","2022",227433251.6258
"05107","Alojamiento","2023",940866490.790958
"05107","Alojamiento","2024",318163933.829891
"05107","Alojamiento","2020",122182516.037917
"05107","Alojamiento","2021",114910173.942383
"05107","Pesca","2022",784000209.421734
"05107","Pesca","2023",851873651.380374
"05107","Pesca","2024",0
"05107","Pesca","2020",515310246.052791
"05107","Pesca","2021",564668808.712217
"05601","Alojamiento","2022",236464004.870134
"05601","Alojamiento","2023",208688679.637208
"05601","Alojamiento","2024",977997329.227928
"05601","Alojamiento","2020",338170977.806425
"05601","Alojamiento","2021",159992123.1113
"05601","Pesca","2022",7314405317.55854
"05601","Pesca","2023",6614315937.26583
"05601","Pesca","2024",12470890060.0877
"05601","Pesca","2020",2158912721.08409
"05601","Pesca","2021",3250536523.2943
"10306","Alojamiento","2022",49398071.5785334
"10306","Alojamiento","2023",0
"10306","Alojamiento","2024",0
"10306","Alojamiento","2020",0
"10306","Alojamiento","2021",0
"08108","Pesca","2022",4111536269.95174
"08108","Pesca","2023",3442402969.61491
"08108","Pesca","2024",3662237798.07302
"08108","Pesca","2020",1837151854.60901
"08108","Pesca","2021",2077477893.09157
"08108","Alojamiento","2022",0
"08108","Alojamiento","2023",263447250.479291
"08108","Alojamiento","2024",215424982.263782
"08108","Alojamiento","2020",210404573.094
"08108","Alojamiento","2021",382980373.63945
"08110","Pesca","2022",48010916825.1167
"08110","Pesca","2023",62630753705.0666
"08110","Pesca","2024",117689774172.32
"08110","Pesca","2020",61186904230.3981
"08110","Pesca","2021",39465265155.0072
"08110","Alojamiento","2022",209900672.737067
"08110","Alojamiento","2023",193106425.611667
