"rgn_id","basura_kg","pressure_score"
"05405",6502.8,0.703542284020971
"05109",6502.8,0.703542284020971
"07309",550,0.974925917483474
"05101",6502.8,0.703542284020971
"14101",797,0.963665374971507
"16207",500,0.977205379530431
"11303",5518,0.748438568497835
"12402",22478,0
"08111",21935,0
"09118",1091,0.9502621381354
"02301",2955.28,0.865271028037383
"08207",21935,0
"12303",22478,0
"09117",1091,0.9502621381354
"02104",2955.28,0.865271028037383
"08110",21935,0
"05606",6502.8,0.703542284020971
"08108",21935,0
"10306",14753.3,0.32740825165261
"12104",22478,0
"05601",6502.8,0.703542284020971
"09116",1091,0.9502621381354
"12103",22478,0
"10305",14753.3,0.32740825165261
"05107",6502.8,0.703542284020971
"10210",14753.3,0.32740825165261
"10209",14753.3,0.32740825165261
"10208",14753.3,0.32740825165261
"10207",14753.3,0.32740825165261
"10303",14753.3,0.32740825165261
"10206",14753.3,0.32740825165261
"12101",22478,0
"10109",14753.3,0.32740825165261
"10101",14753.3,0.32740825165261
"05105",6502.8,0.703542284020971
"12302",22478,0
"12301",22478,0
"06201",250,0.988602689765215
"08107",21935,0
"07203",550,0.974925917483474
"06206",250,0.988602689765215
"05403",6502.8,0.703542284020971
"04301",3175,0.855254160018236
"06205",250,0.988602689765215
"12401",22478,0
"02102",2955.28,0.865271028037383
"10108",14753.3,0.32740825165261
"14106",797,0.963665374971507
"08106",21935,0
"04203",3175,0.855254160018236
"10106",14753.3,0.32740825165261
"08206",21935,0
"06203",250,0.988602689765215
"07303",550,0.974925917483474
"08201",21935,0
"12102",22478,0
"14201",797,0.963665374971507
"04101",3175,0.855254160018236
"05401",6502.8,0.703542284020971
"04104",3175,0.855254160018236
"05104",6502.8,0.703542284020971
"05201",6502.8,0.703542284020971
"01101",5012,0.771506724413038
"03304",1222,0.944289947572373
"01404",5012,0.771506724413038
"08112",21935,0
"10403",14753.3,0.32740825165261
"11203",5518,0.748438568497835
"10104",14753.3,0.32740825165261
"03303",1222,0.944289947572373
"05605",6502.8,0.703542284020971
"05604",6502.8,0.703542284020971
"10205",14753.3,0.32740825165261
"07103",550,0.974925917483474
"10204",14753.3,0.32740825165261
"14102",797,0.963665374971507
"08102",21935,0
"04102",3175,0.855254160018236
"03101",1222,0.944289947572373
"07102",550,0.974925917483474
"05103",6502.8,0.703542284020971
"16203",500,0.977205379530431
"10103",14753.3,0.32740825165261
"16202",500,0.977205379530431
"11202",5518,0.748438568497835
"10203",14753.3,0.32740825165261
"07202",550,0.974925917483474
"03201",1222,0.944289947572373
"10401",14753.3,0.32740825165261
"10201",14753.3,0.32740825165261
"05102",6502.8,0.703542284020971
"05603",6502.8,0.703542284020971
"09102",1091,0.9502621381354
"08203",21935,0
"04202",3175,0.855254160018236
"15102",150,0.993161613859129
"03102",1222,0.944289947572373
"10102",14753.3,0.32740825165261
"12201",22478,0
"11201",5518,0.748438568497835
"15101",150,0.993161613859129
"08202",21935,0
"02101",2955.28,0.865271028037383
"10202",14753.3,0.32740825165261
"05602",6502.8,0.703542284020971
