"rgn_id","specie","trend"
5602,"Charadrius collaris",-0.5
5602,"Charadrius modestus",-0.5
5602,"Charadrius nivosus",-0.5
5602,"Chroicocephalus serranus",-0.5
5602,"Coscoroba coscoroba",0
5602,"Cygnus melancoryphus",0
5602,"Delphinus delphis",0
5602,"Diomedea epomophora",0
5602,"Epigonus crassicaudus",-0.5
5602,"Falco peregrinus",0.5
5602,"Geranoaetus melanoleucus",0
5602,"Haematopus palliatus",0
5602,"Heterocarpus reedi",0
5602,"Heteronetta atricapilla",0
5602,"Ixobrychus involucris",0
5602,"Larosterna inca",-0.5
5602,"Leucocarbo bougainvillii",0
5602,"Leucophaeus modestus",-0.5
5602,"Leucophaeus pipixcan",-0.5
5602,"Lontra felina",-0.5
5602,"Macronectes giganteus",0.5
5602,"Mesodesma donacium",-0.5
5602,"Mytilus chilensis",0
5602,"Numenius phaeopus",-0.5
5602,"Otaria byronia",0
5602,"Pandion haliaetus",0.5
5602,"Pelecanoides garnotii",0.5
5602,"Pelecanus thagus",0.5
5602,"Phalacrocorax gaimardi",-0.5
5602,"Phoenicopterus chilensis",-0.5
5602,"Plegadis chihi",0.5
5602,"Puffinus creatopus",-0.5
5602,"Puffinus griseus",-0.5
5602,"Spheniscus humboldti",-0.5
5602,"Sula variegata",0
5602,"Thalassarche bulleri",0
5602,"Thalassarche melanophris",0.5
5602,"Thalassarche salvini",0.5
5602,"Thalasseus elegans",0
5602,"Tringa flavipes",-0.5
10202,"Ameghinomya antiqua",0
10202,"Aulacomya atra",0
10202,"Charadrius collaris",-0.5
10202,"Charadrius modestus",-0.5
10202,"Charadrius nivosus",-0.5
10202,"Chloephaga hybrida",0
10202,"Coscoroba coscoroba",0
10202,"Concholepas concholepas",-0.5
10202,"Cygnus melancoryphus",0
10202,"Diomedea epomophora",0
10202,"Diomedea exulans",0
10202,"Ensis macha",0
10202,"Enteroctopus megalocyathus",-0.5
10202,"Eubalaena australis",-0.5
10202,"Falco peregrinus",0.5
10202,"Geranoaetus melanoleucus",0
10202,"Haematopus palliatus",0
10202,"Heteronetta atricapilla",0
10202,"Ixobrychus involucris",0.5
10202,"Lagenorhynchus australis",0
10202,"Lagenorhynchus obscurus",0
10202,"Leucocarbo bougainvillii",0
10202,"Leucophaeus modestus",-0.5
10202,"Leucophaeus pipixcan",-0.5
10202,"Lontra felina",-0.5
10202,"Loxechinus albus",-0.5
10202,"Macronectes giganteus",0.5
10202,"Mulinia edulis",0
10202,"Mytilus chilensis",0
10202,"Numenius phaeopus",-0.5
10202,"Ostrea chilensis",-0.5
10202,"Otaria byronia",0
10202,"Pelecanus thagus",0.5
10202,"Phalacrocorax gaimardi",-0.5
10202,"Phoenicopterus chilensis",-0.5
10202,"Plegadis chihi",0.5
10202,"Puffinus creatopus",-0.5
10202,"Puffinus griseus",-0.5
10202,"Sarcopeltis skottsbergii",0
10202,"Speculanas specularis",0
10202,"Spheniscus humboldti",-0.5
10202,"Sula variegata",0
10202,"Tachyeres patachonicus",-0.5
10202,"Tachyeres pteneres",0
10202,"Tagelus dombeii",-0.5
10202,"Thalassarche melanophris",0.5
10202,"Thalasseus elegans",0
10202,"Tringa flavipes",-0.5
10202,"Zearaja chilensis",0
2101,"Argopecten purpuratus",0
2101,"Aulacomya atra",0
2101,"Charadrius modestus",-0.5
2101,"Charadrius nivosus",-0.5
2101,"Chroicocephalus serranus",-0.5
2101,"Engraulis ringens",0.5
2101,"Falco peregrinus",0.5
2101,"Genypterus blacodes",0.5
2101,"Geranoaetus melanoleucus",0
2101,"Haematopus palliatus",0
2101,"Larosterna inca",-0.5
2101,"Lepidochelys olivacea",-0.5
2101,"Leucocarbo bougainvillii",0
2101,"Leucophaeus modestus",-0.5
2101,"Leucophaeus pipixcan",-0.5
2101,"Lontra felina",-0.5
2101,"Loxechinus albus",-0.5
2101,"Macronectes giganteus",0.5
2101,"Macruronus magellanicus",-0.5
2101,"Megaptera novaeangliae",0.5
2101,"Mytilus chilensis",0
2101,"Numenius phaeopus",-0.5
2101,"Oceanodroma markhami",-0.5
2101,"Otaria byronia",0
2101,"Pandion haliaetus",0.5
2101,"Pelecanoides garnotii",0.5
2101,"Pelecanus thagus",0.5
2101,"Phalacrocorax gaimardi",-0.5
2101,"Phoenicopterus chilensis",-0.5
2101,"Pterodroma defilippiana",0
2101,"Puffinus creatopus",-0.5
2101,"Puffinus griseus",-0.5
2101,"Spheniscus humboldti",-0.5
2101,"Sternula lorata",-0.5
2101,"Sula variegata",0
2101,"Tagelus dombeii",-0.5
2101,"Thalassarche bulleri",0
2101,"Thalassarche melanophris",0.5
2101,"Thalassarche salvini",0.5
2101,"Thalasseus elegans",0
2101,"Tringa flavipes",-0.5
8202,"Charadrius collaris",-0.5
8202,"Charadrius modestus",-0.5
8202,"Chloephaga hybrida",-0.5
8202,"Coscoroba coscoroba",0
8202,"Cygnus melancoryphus",0
8202,"Diomedea epomophora",0
8202,"Diomedea exulans",0
8202,"Ensis macha",0
8202,"Falco peregrinus",0.5
8202,"Geranoaetus melanoleucus",0
8202,"Haematopus palliatus",0
8202,"Heteronetta atricapilla",0
8202,"Ixobrychus involucris",0
8202,"Larosterna inca",-0.5
8202,"Laterallus jamaicensis",0
8202,"Leucocarbo bougainvillii",0
8202,"Leucophaeus modestus",-0.5
8202,"Leucophaeus pipixcan",-0.5
8202,"Macronectes giganteus",0.5
8202,"Mulinia edulis",0
8202,"Mytilus chilensis",0
8202,"Numenius phaeopus",-0.5
8202,"Pelecanus thagus",0.5
8202,"Phalacrocorax gaimardi",-0.5
8202,"Phoenicopterus chilensis",-0.5
8202,"Plegadis chihi",0.5
8202,"Pterodroma longirostris",-0.5
8202,"Puffinus creatopus",-0.5
8202,"Puffinus griseus",-0.5
8202,"Sula variegata",0
8202,"Thalassarche bulleri",0
8202,"Thalassarche melanophris",0.5
8202,"Thalassarche salvini",0.5
8202,"Thalasseus elegans",0
8202,"Tringa flavipes",-0.5
15101,"Brama australis",0
15101,"Charadrius collaris",-0.5
15101,"Charadrius modestus",-0.5
15101,"Charadrius nivosus",-0.5
15101,"Chelonia mydas",-0.5
15101,"Chroicocephalus serranus",-0.5
15101,"Cryphiops caementarius",0
15101,"Delphinus delphis",0
15101,"Falco peregrinus",0.5
15101,"Geranoaetus melanoleucus",0
15101,"Grampus griseus",0
15101,"Grimothea monodon",0
15101,"Haematopus palliatus",0
15101,"Lagenorhynchus obscurus",0
15101,"Larosterna inca",-0.5
15101,"Laterallus jamaicensis",0
15101,"Leucocarbo bougainvillii",0
15101,"Leucophaeus modestus",-0.5
15101,"Leucophaeus pipixcan",-0.5
15101,"Lontra felina",0
15101,"Loxechinus albus",-0.5
15101,"Macronectes giganteus",0.5
15101,"Mytilus chilensis",0
15101,"Numenius phaeopus",-0.5
15101,"Oceanodroma markhami",-0.5
15101,"Oceanodroma tethys",-0.5
15101,"Otaria byronia",0
15101,"Pandion haliaetus",0.5
15101,"Pelecanoides garnotii",0.5
15101,"Pelecanus thagus",0.5
15101,"Phalacrocorax gaimardi",-0.5
15101,"Phoebastria irrorata",-0.5
15101,"Phoenicoparrus jamesi",0
15101,"Phoenicopterus chilensis",-0.5
15101,"Plegadis ridgwayi",-0.5
15101,"Puffinus creatopus",-0.5
15101,"Puffinus griseus",-0.5
15101,"Recurvirostra andina",-0.5
15101,"Spheniscus humboldti",-0.5
15101,"Sternula lorata",-0.5
15101,"Sula variegata",0
15101,"Thalassarche bulleri",0
15101,"Thalassarche melanophris",0.5
15101,"Thalassarche salvini",0.5
15101,"Thalasseus elegans",0
15101,"Tringa flavipes",-0.5
15101,"Tursiops truncatus",-0.5
11201,"Ameghinomya antiqua",0
11201,"Aulacomya atra",0
11201,"Charadrius modestus",-0.5
11201,"Chloephaga hybrida",0
11201,"Coscoroba coscoroba",-0.5
11201,"Cygnus melancoryphus",0
11201,"Diomedea epomophora",0
11201,"Diomedea exulans",-0.5
11201,"Durvillaea antarctica",0
11201,"Eleginops maclovinus",-0.5
11201,"Eubalaena australis",-0.5
11201,"Falco peregrinus",0
11201,"Genypterus blacodes",0.5
11201,"Geranoaetus melanoleucus",0
11201,"Haematopus palliatus",0
11201,"Lagenorhynchus australis",0
11201,"Lagenorhynchus obscurus",0
11201,"Leptonychotes weddellii",-0.5
11201,"Leucophaeus pipixcan",-0.5
11201,"Lontra provocax",-0.5
11201,"Macronectes giganteus",0.5
11201,"Megaptera novaeangliae",0.5
11201,"Merluccius australis",0
11201,"Mulinia edulis",0
11201,"Mytilus chilensis",0
11201,"Numenius phaeopus",-0.5
11201,"Orcinus orca",-0.5
11201,"Otaria byronia",0
11201,"Pelecanus thagus",0.5
11201,"Phalacrocorax gaimardi",-0.5
11201,"Primnoella chilensis",0
11201,"Pterodroma longirostris",-0.5
11201,"Puffinus creatopus",-0.5
11201,"Puffinus griseus",-0.5
11201,"Sarcopeltis skottsbergii",0
11201,"Speculanas specularis",0
11201,"Tachyeres patachonicus",-0.5
11201,"Tachyeres pteneres",0
11201,"Tawera elliptica",-0.5
11201,"Thalassarche bulleri",0
11201,"Thalassarche chrysostoma",0
11201,"Thalassarche melanophris",0.5
11201,"Thalassarche salvini",0.5
11201,"Tursiops truncatus",-0.5
