"rgn_id","sector","year","wage"
"05602","Alojamiento","2022",57566409.1541601
"05602","Alojamiento","2023",32494785.737876
"05602","Alojamiento","2024",39170969.6430307
"05602","Alojamiento","2020",10405594.1552022
"05602","Alojamiento","2021",23234791.3392703
"10202","Pesca","2022",96345668.0558882
"10202","Pesca","2023",61014303.1347504
"10202","Pesca","2024",76082914.5937262
"10202","Pesca","2020",53449091.8838157
"10202","Pesca","2021",72389572.7401664
"10202","Alojamiento","2022",92816648.9395888
"10202","Alojamiento","2023",58416225.8218382
"10202","Alojamiento","2024",59193135.9517659
"10202","Alojamiento","2020",69279485.3205678
"10202","Alojamiento","2021",82571401.061004
"10202","Acuicultura","2022",1999278936.2558
"10202","Acuicultura","2023",1240792088.7722
"10202","Acuicultura","2024",1520538873.70807
"10202","Acuicultura","2020",2229002088.60361
"10202","Acuicultura","2021",2317419486.11442
"02101","Turismo","2022",53287267.9397069
"02101","Turismo","2023",69666730.3398229
"02101","Turismo","2024",65981832.8135058
"02101","Turismo","2020",21005568.9162938
"02101","Turismo","2021",31680352.4844846
"02101","Alojamiento","2022",1208600583.28877
"02101","Alojamiento","2023",1514429975.18246
"02101","Alojamiento","2024",1729406508.5385
"02101","Alojamiento","2020",480047998.891606
"02101","Alojamiento","2021",762645803.651148
"02101","Pesca","2022",201703623.988125
"02101","Pesca","2023",160251571.948903
"02101","Pesca","2024",0
"02101","Pesca","2020",0
"02101","Pesca","2021",0
"08202","Alojamiento","2022",205822856.207449
"08202","Alojamiento","2023",219556871.484635
"08202","Alojamiento","2024",165771722.597625
"08202","Alojamiento","2020",109214718.387637
"08202","Alojamiento","2021",152677238.942041
"08202","Pesca","2022",3713467.82679096
"08202","Pesca","2023",7985254.7715194
"08202","Pesca","2024",6969597.24160975
"08202","Pesca","2020",0
"08202","Pesca","2021",0
"15101","Pesca","2022",5733030435.04012
"15101","Pesca","2023",2813212962.84211
"15101","Pesca","2024",4515161780.25439
"15101","Pesca","2020",3356798875.84558
"15101","Pesca","2021",3993836099.25993
"15101","Turismo","2022",104505615.754669
"15101","Turismo","2023",85501136.518674
"15101","Turismo","2024",76359197.7823208
"15101","Turismo","2020",89313440.2531061
"15101","Turismo","2021",99255006.8955335
"15101","Alojamiento","2022",209775417.836743
"15101","Alojamiento","2023",179722364.733415
"15101","Alojamiento","2024",194265116.541178
"15101","Alojamiento","2020",143882859.516788
"15101","Alojamiento","2021",162887339.964139
"11201","Alojamiento","2022",36649256.7135866
"11201","Alojamiento","2023",42648236.5205383
"11201","Alojamiento","2024",53493232.7273103
"11201","Alojamiento","2020",14380215.8617627
"11201","Alojamiento","2021",23580637.6777954
"11201","Turismo","2022",8431825.73427645
"11201","Turismo","2023",0
"11201","Turismo","2024",0
"11201","Turismo","2020",6840881.33120279
"11201","Turismo","2021",16838046.0767273
"11201","Pesca","2022",32695186.7567525
"11201","Pesca","2023",24057012.7021548
"11201","Pesca","2024",13306919.0031996
"11201","Pesca","2020",4595875.10509896
"11201","Pesca","2021",12175301.6737808
"11201","Transporte","2022",773237340.698843
"11201","Transporte","2023",570893526.583718
"11201","Transporte","2024",1112337903.23069
"11201","Transporte","2020",782163384.740898
"11201","Transporte","2021",701290439.184641
"11201","Acuicultura","2022",2709055137.26124
"11201","Acuicultura","2023",3882077484.93674
"11201","Acuicultura","2024",5458196142.12039
"11201","Acuicultura","2020",1416170496.13266
"11201","Acuicultura","2021",1873382059.13854
"12201","Pesca","2022",393483606.986508
"12201","Pesca","2023",258763978.885346
"12201","Pesca","2024",194617529.446074
"12201","Pesca","2020",79721856.3183454
"12201","Pesca","2021",206747116.182389
"10102","Alojamiento","2022",7621758.22812789
"10102","Alojamiento","2023",16151157.4265611
"10102","Alojamiento","2024",16266959.216088
"10102","Alojamiento","2020",0
"10102","Alojamiento","2021",8836161.6929935
"10102","Pesca","2022",44364134.1309088
"10102","Pesca","2023",189147819.936113
"10102","Pesca","2024",298283986.488931
"10102","Pesca","2020",17082555.1421885
"10102","Pesca","2021",15079245.5484487
"10102","Transporte","2022",790665699.210544
"10102","Transporte","2023",791113236.135738
"10102","Transporte","2024",815527911.606362
"10102","Transporte","2020",334839154.667295
"10102","Transporte","2021",125129700.446043
"10102","Acuicultura","2022",1894642189.21577
"10102","Acuicultura","2023",2921587886.91553
"10102","Acuicultura","2024",2897412056.72278
"10102","Acuicultura","2020",3647110581.26969
"10102","Acuicultura","2021",1198851827.59295
"03102","Pesca","2022",174872703.90134
"03102","Pesca","2023",175257863.463721
"03102","Pesca","2024",211675277.271059
"03102","Pesca","2020",74143407.1775612
"03102","Pesca","2021",83694607.2008403
"03102","Alojamiento","2022",66955007.1783712
"03102","Alojamiento","2023",51202704.5018409
"03102","Alojamiento","2024",60062006.6663159
"03102","Alojamiento","2020",57566988.3948918
"03102","Alojamiento","2021",67323235.656615
"03102","Acuicultura","2022",150398380.361042
"03102","Acuicultura","2023",0
"03102","Acuicultura","2024",0
"03102","Acuicultura","2020",249914666.510734
"03102","Acuicultura","2021",200086628.290765
"08203","Alojamiento","2022",15628431.4999449
"08203","Alojamiento","2023",14624443.3606444
"08203","Alojamiento","2024",0
"08203","Alojamiento","2020",16375602.2307432
"08203","Alojamiento","2021",20582142.1826321
"09102","Alojamiento","2022",10032084.3298201
"09102","Alojamiento","2023",0
"09102","Alojamiento","2024",0
"09102","Alojamiento","2020",0
"09102","Alojamiento","2021",1394636.16532789
"05603","Alojamiento","2022",17072269.1652531
"05603","Alojamiento","2023",27938071.5062111
"05603","Alojamiento","2024",11107018.5187594
"05603","Alojamiento","2020",13251291.1054416
"05603","Alojamiento","2021",12403272.6645739
"05102","Pesca","2022",0
"05102","Pesca","2023",0
"05102","Pesca","2024",0
"05102","Pesca","2020",0
"05102","Pesca","2021",1919530.11051752
