"rgn_id","Spp","year","catch"
1101,"ALMEJA",2010,26.744
1101,"ALMEJA",2011,7.181
1101,"ALMEJA",2012,22.014
1101,"ALMEJA",2013,104.944
1101,"ALMEJA",2014,41.282
1101,"ALMEJA",2015,107.482
1101,"ALMEJA",2016,87.913
1101,"ALMEJA",2017,80.846
1101,"ALMEJA",2018,57.338
1101,"ALMEJA",2019,107.194
1101,"ALMEJA",2020,86.292
1101,"ALMEJA",2021,80.582
1101,"ALMEJA",2022,74.943
1101,"ALMEJA",2023,35.87
1101,"ALMEJA",2024,64.59
1101,"ANCHOVETA",2000,11345.4
1101,"ANCHOVETA",2001,15847.115
1101,"ANCHOVETA",2002,47408.835
1101,"ANCHOVETA",2003,27531.128
1101,"ANCHOVETA",2004,53417.399
1101,"ANCHOVETA",2005,23224.917
1101,"ANCHOVETA",2006,15151.514
1101,"ANCHOVETA",2007,60288.106
1101,"ANCHOVETA",2008,28510.126
1101,"ANCHOVETA",2009,16778.729
1101,"ANCHOVETA",2010,51588.256
1101,"ANCHOVETA",2011,28024.633
1101,"ANCHOVETA",2012,31224.934
1101,"ANCHOVETA",2013,41048.404
1101,"ANCHOVETA",2014,21812.168
1101,"ANCHOVETA",2015,91087.895
1101,"ANCHOVETA",2016,22542.174
1101,"ANCHOVETA",2017,37665.062
1101,"ANCHOVETA",2018,36258.477
1101,"ANCHOVETA",2019,65645.167
1101,"ANCHOVETA",2020,93030.881
1101,"ANCHOVETA",2021,198086.747
1101,"ANCHOVETA",2022,168517.021
1101,"ANCHOVETA",2023,56476.919
1101,"ANCHOVETA",2024,14223.524
1101,"ANGELOTE",2016,0.022
1101,"APAÑADO",2002,0.751
1101,"APAÑADO",2003,0.596
1101,"APAÑADO",2004,0.24
1101,"APAÑADO",2005,0.27
1101,"APAÑADO",2006,0.078
1101,"APAÑADO",2007,0.279
1101,"APAÑADO",2008,0.11
1101,"APAÑADO",2009,0.36
1101,"APAÑADO",2010,0.361
1101,"APAÑADO",2011,0.165
1101,"APAÑADO",2012,0.168
1101,"APAÑADO",2013,0.896
1101,"APAÑADO",2014,1.174
1101,"APAÑADO",2015,2.419
1101,"APAÑADO",2016,5.848
1101,"APAÑADO",2017,1.584
1101,"APAÑADO",2018,0.94
1101,"APAÑADO",2019,0.509
1101,"APAÑADO",2020,0.401
1101,"APAÑADO",2021,0.078
1101,"APAÑADO",2022,0.125
1101,"APAÑADO",2023,0.17
1101,"APAÑADO",2024,0.114
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2003,0.124
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2004,1.125
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2005,0.067
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2007,0.682
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2008,2.088
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2009,6.997
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2010,0.466
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2011,0.673
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2012,0.695
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2013,1.986
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2014,0.145
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2015,4.426
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2016,0.402
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2017,1.044
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2018,0.391
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2019,1.057
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2020,0.198
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2021,0.135
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2023,0.166
1101,"ATUN ALETA AMARILLA / KAHI AVE AVE",2024,2.856
1101,"ATUN ALETA LARGA",2013,0.265
1101,"ATUN ALETA LARGA",2018,0.026
1101,"ATUN ALETA LARGA",2024,0.035
1101,"ATUN CHAUCHERA",2012,0.057
1101,"ATUN CHAUCHERA",2016,0.1
1101,"ATUN CHAUCHERA",2017,0.24
1101,"ATUN CHAUCHERA",2021,0.21
1101,"ATUN CHAUCHERA",2022,0.23
1101,"ATUN CHAUCHERA",2023,0.031
1101,"ATUN CHAUCHERA",2024,0.53
1101,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU",2003,2
1101,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU",2015,0.094
1101,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU",2017,0.053
1101,"ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU",2019,0.063
1101,"ATUN OJOS GRANDES / KAHI MATA TATA",2004,0.033
1101,"ATUN OJOS GRANDES / KAHI MATA TATA",2013,0.111
1101,"AZULEJO",2002,2.854
1101,"AZULEJO",2003,7.379
1101,"AZULEJO",2004,26.601
1101,"AZULEJO",2005,37.849
1101,"AZULEJO",2006,42.19
1101,"AZULEJO",2007,25.741
1101,"AZULEJO",2008,12.524
1101,"AZULEJO",2009,18.359
1101,"AZULEJO",2010,18.061
1101,"AZULEJO",2011,38.658
1101,"AZULEJO",2012,77.943
1101,"AZULEJO",2013,126.11
1101,"AZULEJO",2014,155.151
1101,"AZULEJO",2015,201.34
1101,"AZULEJO",2016,148.692
1101,"AZULEJO",2017,94.584
1101,"AZULEJO",2018,65.284
1101,"AZULEJO",2019,39.5
1101,"AZULEJO",2020,29.513
1101,"AZULEJO",2021,21.232
1101,"AZULEJO",2022,10.461
1101,"AZULEJO",2023,13.368
1101,"AZULEJO",2024,22.322
1101,"BABUNCO O BAUNCO",2019,0.018
1101,"BACALADILLO O MOTE",2000,17
1101,"BACALADILLO O MOTE",2001,3
1101,"BACALADILLO O MOTE",2002,5
1101,"BACALADILLO O MOTE",2003,5236.646
1101,"BACALADILLO O MOTE",2004,19255.944
1101,"BACALADILLO O MOTE",2005,19480.771
1101,"BACALADILLO O MOTE",2006,38460.615
1101,"BACALADILLO O MOTE",2007,9966.928
1101,"BACALADILLO O MOTE",2008,21320.132
1101,"BACALADILLO O MOTE",2009,16489.701
1101,"BACALADILLO O MOTE",2010,2045.78
1101,"BACALADILLO O MOTE",2011,9529.934
1101,"BACALADILLO O MOTE",2012,192.188
1101,"BACALADILLO O MOTE",2013,74.173
1101,"BACALADILLO O MOTE",2015,1.849
1101,"BACALADILLO O MOTE",2018,29.487
1101,"BACALADILLO O MOTE",2021,26.27
1101,"BACALADILLO O MOTE",2022,40.29
1101,"BACALADILLO O MOTE",2023,13.821
1101,"BACALADILLO O MOTE",2024,3.797
1101,"BACALAO DE PROFUNDIDAD",2000,158.741
1101,"BACALAO DE PROFUNDIDAD",2001,180.224
1101,"BACALAO DE PROFUNDIDAD",2002,129.966
1101,"BACALAO DE PROFUNDIDAD",2003,101.502
1101,"BACALAO DE PROFUNDIDAD",2004,117.916
1101,"BACALAO DE PROFUNDIDAD",2005,165.134
1101,"BACALAO DE PROFUNDIDAD",2006,129.459
1101,"BACALAO DE PROFUNDIDAD",2007,86.713
1101,"BACALAO DE PROFUNDIDAD",2008,94.536
1101,"BACALAO DE PROFUNDIDAD",2009,165.931
1101,"BACALAO DE PROFUNDIDAD",2010,84.556
1101,"BACALAO DE PROFUNDIDAD",2011,163.58
1101,"BACALAO DE PROFUNDIDAD",2012,138.634
1101,"BACALAO DE PROFUNDIDAD",2013,114.262
1101,"BACALAO DE PROFUNDIDAD",2014,95.622
1101,"BACALAO DE PROFUNDIDAD",2015,104.671
1101,"BACALAO DE PROFUNDIDAD",2016,102.393
1101,"BACALAO DE PROFUNDIDAD",2017,185.101
1101,"BACALAO DE PROFUNDIDAD",2018,155.446
1101,"BACALAO DE PROFUNDIDAD",2019,109.455
1101,"BACALAO DE PROFUNDIDAD",2020,36.14
1101,"BACALAO DE PROFUNDIDAD",2021,167.19
1101,"BACALAO DE PROFUNDIDAD",2022,201.41
1101,"BACALAO DE PROFUNDIDAD",2023,170.597
1101,"BACALAO DE PROFUNDIDAD",2024,175.165
1101,"BAGRE",2022,3.778
1101,"BARRACUDA O PETO / KANA KANA",2017,0.014
1101,"BLANQUILLO",2011,0.005
1101,"BLANQUILLO",2012,0.02
1101,"BLANQUILLO",2013,0.015
1101,"BLANQUILLO",2018,0.025
1101,"BLANQUILLO",2019,0.02
1101,"BLANQUILLO",2020,0.026
1101,"BLANQUILLO",2021,0.08
1101,"BLANQUILLO",2022,0.126
1101,"BLANQUILLO",2023,0.13
1101,"BLANQUILLO",2024,0.04
1101,"BONITO",2000,1
1101,"BONITO",2002,0.19
1101,"BONITO",2003,0.06
1101,"BONITO",2004,1.89
1101,"BONITO",2005,0.437
1101,"BONITO",2006,0.18
1101,"BONITO",2008,2.234
1101,"BONITO",2009,0.513
1101,"BONITO",2010,0.499
1101,"BONITO",2011,1.388
1101,"BONITO",2012,20.303
1101,"BONITO",2013,2.898
1101,"BONITO",2014,1.372
1101,"BONITO",2015,16.748
1101,"BONITO",2016,28.1
1101,"BONITO",2017,32.719
1101,"BONITO",2018,24.632
1101,"BONITO",2019,68.189
1101,"BONITO",2020,174.607
1101,"BONITO",2021,440.748
1101,"BONITO",2022,490.658
1101,"BONITO",2023,163.629
1101,"BONITO",2024,65.866
1101,"BRECA O BILAGAY",2005,0.2
1101,"BRECA O BILAGAY",2008,0.125
1101,"BRECA O BILAGAY",2012,0.08
1101,"BRECA O BILAGAY",2013,3.091
1101,"BRECA O BILAGAY",2014,4.136
1101,"BRECA O BILAGAY",2015,4.791
1101,"BRECA O BILAGAY",2016,2.585
1101,"BRECA O BILAGAY",2017,1.243
1101,"BRECA O BILAGAY",2018,0.484
1101,"BRECA O BILAGAY",2019,1.458
1101,"BRECA O BILAGAY",2020,0.27
1101,"BRECA O BILAGAY",2021,0.01
1101,"BRECA O BILAGAY",2022,0.082
1101,"BRECA O BILAGAY",2023,0.175
1101,"BRECA O BILAGAY",2024,0.088
1101,"CABALLA",2000,164
1101,"CABALLA",2001,268
1101,"CABALLA",2002,1133.385
1101,"CABALLA",2003,611.143
1101,"CABALLA",2004,472.497
1101,"CABALLA",2005,32.47
1101,"CABALLA",2006,51.059
1101,"CABALLA",2007,7.951
1101,"CABALLA",2011,0.25
1101,"CABALLA",2012,48.061
1101,"CABALLA",2013,0.04
1101,"CABALLA",2015,6.096
1101,"CABALLA",2016,607.03
1101,"CABALLA",2017,0.375
1101,"CABALLA",2018,4.777
1101,"CABALLA",2019,0.663
1101,"CABALLA",2020,0.238
1101,"CABALLA",2021,2.254
1101,"CABALLA",2022,28.012
1101,"CABALLA",2023,127.35
1101,"CABALLA",2024,57518.113
1101,"CABINZA",2002,0.165
1101,"CABINZA",2003,10.591
1101,"CABINZA",2004,0.057
1101,"CABINZA",2005,1.99
1101,"CABINZA",2006,1.111
1101,"CABINZA",2007,1.302
1101,"CABINZA",2008,0.736
1101,"CABINZA",2009,2.718
1101,"CABINZA",2010,1.559
1101,"CABINZA",2011,2.337
1101,"CABINZA",2012,10.195
1101,"CABINZA",2013,1.738
1101,"CABINZA",2014,0.225
1101,"CABINZA",2015,7.423
1101,"CABINZA",2016,1.8
1101,"CABINZA",2017,1.868
1101,"CABINZA",2018,1.668
1101,"CABINZA",2019,1.004
1101,"CABINZA",2020,0.762
1101,"CABINZA",2021,50.087
1101,"CABINZA",2022,4.582
1101,"CABINZA",2023,7.042
1101,"CABINZA",2024,0.63
1101,"CABRILLA COMUN",2000,5
1101,"CABRILLA COMUN",2001,47
1101,"CABRILLA COMUN",2002,4.862
1101,"CABRILLA COMUN",2003,8.718
1101,"CABRILLA COMUN",2004,41.906
1101,"CABRILLA COMUN",2005,15.102
1101,"CABRILLA COMUN",2006,29.217
1101,"CABRILLA COMUN",2007,25.728
1101,"CABRILLA COMUN",2008,13.702
1101,"CABRILLA COMUN",2009,15.564
1101,"CABRILLA COMUN",2010,15.908
1101,"CABRILLA COMUN",2011,14.721
1101,"CABRILLA COMUN",2012,22.292
1101,"CABRILLA COMUN",2013,5.72
1101,"CABRILLA COMUN",2014,2.693
1101,"CABRILLA COMUN",2015,8.192
1101,"CABRILLA COMUN",2016,5.671
1101,"CABRILLA COMUN",2017,11.912
1101,"CABRILLA COMUN",2018,6.703
1101,"CABRILLA COMUN",2019,5.637
1101,"CABRILLA COMUN",2020,3.358
1101,"CABRILLA COMUN",2021,5.455
1101,"CABRILLA COMUN",2022,1.444
1101,"CABRILLA COMUN",2023,4.068
1101,"CABRILLA COMUN",2024,5.945
1101,"CABRILLA ESPAÑOLA",2002,0.02
1101,"CABRILLA ESPAÑOLA",2005,0.773
1101,"CABRILLA ESPAÑOLA",2013,1.254
1101,"CABRILLA ESPAÑOLA",2015,0.106
1101,"CABRILLA ESPAÑOLA",2016,0.015
1101,"CABRILLA ESPAÑOLA",2017,0.262
1101,"CABRILLA ESPAÑOLA",2018,0.444
1101,"CABRILLA ESPAÑOLA",2019,0.16
1101,"CABRILLA ESPAÑOLA",2020,0.444
1101,"CABRILLA ESPAÑOLA",2021,0.754
1101,"CABRILLA ESPAÑOLA",2022,0.263
1101,"CABRILLA ESPAÑOLA",2023,1.064
1101,"CABRILLA ESPAÑOLA",2024,1.108
1101,"CARACOL LOCATE",2000,526
1101,"CARACOL LOCATE",2001,165
1101,"CARACOL LOCATE",2002,282.835
1101,"CARACOL LOCATE",2003,795.013
1101,"CARACOL LOCATE",2004,463.935
1101,"CARACOL LOCATE",2005,595.224
1101,"CARACOL LOCATE",2006,295.349
1101,"CARACOL LOCATE",2007,342.088
1101,"CARACOL LOCATE",2008,169.15
1101,"CARACOL LOCATE",2009,400.938
1101,"CARACOL LOCATE",2010,80.561
1101,"CARACOL LOCATE",2011,307.543
1101,"CARACOL LOCATE",2012,300.587
1101,"CARACOL LOCATE",2013,464.069
1101,"CARACOL LOCATE",2014,767.136
1101,"CARACOL LOCATE",2015,953.166
1101,"CARACOL LOCATE",2016,571.937
1101,"CARACOL LOCATE",2017,720.452
1101,"CARACOL LOCATE",2018,467.081
1101,"CARACOL LOCATE",2019,777.011
1101,"CARACOL LOCATE",2020,176.815
1101,"CARACOL LOCATE",2021,28.79
1101,"CARACOL LOCATE",2022,67.072
1101,"CARACOL LOCATE",2023,155.83
1101,"CARACOL LOCATE",2024,562.222
1101,"CARACOL TEGULA",2017,0.001
1101,"CENTOLLA",2015,0.007
1101,"CENTOLLA DEL NORTE",2000,3
1101,"CHICOREA DE MAR",2020,2.5
1101,"CHICOREA DE MAR",2021,2.92
1101,"CHICOREA DE MAR",2024,1
1101,"CHOCHA",2003,0.2
1101,"CHOLGA",2000,29
1101,"CHOLGA",2001,105
1101,"CHOLGA",2002,155.421
1101,"CHOLGA",2003,194.31
1101,"CHOLGA",2004,133.92
1101,"CHOLGA",2005,138.347
1101,"CHOLGA",2006,573.064
1101,"CHOLGA",2007,30.525
1101,"CHOLGA",2008,102.337
1101,"CHOLGA",2009,170.624
1101,"CHOLGA",2010,138.831
1101,"CHOLGA",2011,57.56
1101,"CHOLGA",2012,60.906
1101,"CHOLGA",2013,452.351
1101,"CHOLGA",2014,203.595
1101,"CHOLGA",2015,446.435
1101,"CHOLGA",2016,344.387
1101,"CHOLGA",2017,317.391
1101,"CHOLGA",2018,261.14
1101,"CHOLGA",2019,134.475
1101,"CHOLGA",2020,105.963
1101,"CHOLGA",2021,154.893
1101,"CHOLGA",2022,118.553
1101,"CHOLGA",2023,97.98
1101,"CHOLGA",2024,127.787
1101,"CHORITO",2020,3
1101,"CHORO",2002,15.722
1101,"CHORO",2003,69.44
1101,"CHORO",2004,120.948
1101,"CHORO",2005,55.523
1101,"CHORO",2006,4.141
1101,"CHORO",2007,32.995
1101,"CHORO",2008,31.448
1101,"CHORO",2009,26.459
1101,"CHORO",2010,235.412
1101,"CHORO",2011,181.74
1101,"CHORO",2012,411.648
1101,"CHORO",2013,529.749
1101,"CHORO",2014,292.087
1101,"CHORO",2015,341.707
1101,"CHORO",2016,178.762
1101,"CHORO",2017,178.252
1101,"CHORO",2018,264.8
1101,"CHORO",2019,240.548
1101,"CHORO",2020,205.133
1101,"CHORO",2021,394.025
1101,"CHORO",2022,292.768
1101,"CHORO",2023,128.849
1101,"CHORO",2024,67.417
1101,"COJINOBA DEL NORTE / PIAFRI",2000,10
1101,"COJINOBA DEL NORTE / PIAFRI",2001,35
1101,"COJINOBA DEL NORTE / PIAFRI",2002,29.235
1101,"COJINOBA DEL NORTE / PIAFRI",2003,23.992
1101,"COJINOBA DEL NORTE / PIAFRI",2004,20.334
1101,"COJINOBA DEL NORTE / PIAFRI",2005,40.522
1101,"COJINOBA DEL NORTE / PIAFRI",2006,51.689
1101,"COJINOBA DEL NORTE / PIAFRI",2007,12.646
1101,"COJINOBA DEL NORTE / PIAFRI",2008,5.557
1101,"COJINOBA DEL NORTE / PIAFRI",2009,4.564
1101,"COJINOBA DEL NORTE / PIAFRI",2010,21.748
1101,"COJINOBA DEL NORTE / PIAFRI",2011,25.727
1101,"COJINOBA DEL NORTE / PIAFRI",2012,72.09
1101,"COJINOBA DEL NORTE / PIAFRI",2013,33.616
1101,"COJINOBA DEL NORTE / PIAFRI",2014,4.124
1101,"COJINOBA DEL NORTE / PIAFRI",2015,25.707
1101,"COJINOBA DEL NORTE / PIAFRI",2016,6.47
1101,"COJINOBA DEL NORTE / PIAFRI",2017,7.639
1101,"COJINOBA DEL NORTE / PIAFRI",2018,3.425
1101,"COJINOBA DEL NORTE / PIAFRI",2019,1.97
1101,"COJINOBA DEL NORTE / PIAFRI",2020,4.868
1101,"COJINOBA DEL NORTE / PIAFRI",2021,1.578
1101,"COJINOBA DEL NORTE / PIAFRI",2022,2.401
1101,"COJINOBA DEL NORTE / PIAFRI",2023,4.966
1101,"COJINOBA DEL NORTE / PIAFRI",2024,5.89
1101,"CONGRIO COLORADO",2002,0.238
1101,"CONGRIO COLORADO",2003,0.167
1101,"CONGRIO COLORADO",2004,0.651
1101,"CONGRIO COLORADO",2005,0.307
1101,"CONGRIO COLORADO",2006,0.076
1101,"CONGRIO COLORADO",2007,0.103
1101,"CONGRIO COLORADO",2008,0.26
1101,"CONGRIO COLORADO",2009,0.282
1101,"CONGRIO COLORADO",2010,0.612
1101,"CONGRIO COLORADO",2011,0.44
1101,"CONGRIO COLORADO",2012,0.346
1101,"CONGRIO COLORADO",2013,0.839
1101,"CONGRIO COLORADO",2014,0.605
1101,"CONGRIO COLORADO",2015,1.342
1101,"CONGRIO COLORADO",2016,0.706
1101,"CONGRIO COLORADO",2017,1.649
1101,"CONGRIO COLORADO",2018,0.867
1101,"CONGRIO COLORADO",2019,0.372
1101,"CONGRIO COLORADO",2020,0.12
1101,"CONGRIO COLORADO",2021,0.104
1101,"CONGRIO COLORADO",2022,0.126
1101,"CONGRIO COLORADO",2023,3.892
1101,"CONGRIO COLORADO",2024,2.538
1101,"CONGRIO DORADO",2002,0.006
1101,"CONGRIO DORADO",2008,0.006
1101,"CONGRIO DORADO",2009,0.006
1101,"CONGRIO DORADO",2011,0.03
1101,"CONGRIO NEGRO",2000,7
1101,"CONGRIO NEGRO",2001,30
1101,"CONGRIO NEGRO",2002,12.431
1101,"CONGRIO NEGRO",2003,6.463
1101,"CONGRIO NEGRO",2004,10.59
1101,"CONGRIO NEGRO",2005,7.351
1101,"CONGRIO NEGRO",2006,14.106
1101,"CONGRIO NEGRO",2007,6.904
1101,"CONGRIO NEGRO",2008,3.559
1101,"CONGRIO NEGRO",2009,6.002
1101,"CONGRIO NEGRO",2010,8.036
1101,"CONGRIO NEGRO",2011,20.83
1101,"CONGRIO NEGRO",2012,23.483
1101,"CONGRIO NEGRO",2013,13.208
1101,"CONGRIO NEGRO",2014,11.607
1101,"CONGRIO NEGRO",2015,6.405
1101,"CONGRIO NEGRO",2016,12.892
1101,"CONGRIO NEGRO",2017,17.791
1101,"CONGRIO NEGRO",2018,13.239
1101,"CONGRIO NEGRO",2019,1.573
1101,"CONGRIO NEGRO",2020,0.404
1101,"CONGRIO NEGRO",2021,2.235
1101,"CONGRIO NEGRO",2022,1.365
1101,"CONGRIO NEGRO",2023,1.765
1101,"CONGRIO NEGRO",2024,5.894
1101,"CORVINA",2000,3
1101,"CORVINA",2001,8
1101,"CORVINA",2002,3.105
1101,"CORVINA",2003,3.542
1101,"CORVINA",2004,2.797
1101,"CORVINA",2005,4.204
1101,"CORVINA",2006,10.293
1101,"CORVINA",2007,6.035
1101,"CORVINA",2008,2.026
1101,"CORVINA",2009,0.28
1101,"CORVINA",2010,2.22
1101,"CORVINA",2011,3.007
1101,"CORVINA",2012,8.177
1101,"CORVINA",2013,5.991
1101,"CORVINA",2014,4.017
1101,"CORVINA",2015,2.926
1101,"CORVINA",2016,7.638
1101,"CORVINA",2017,8.846
1101,"CORVINA",2018,6.656
1101,"CORVINA",2019,1.818
1101,"CORVINA",2020,2.084
1101,"CORVINA",2021,0.22
1101,"CORVINA",2022,2.272
1101,"CORVINA",2023,24.67
1101,"CORVINA",2024,22.547
1101,"CULENGUE",2000,10
1101,"CULENGUE",2001,56
1101,"CULENGUE",2002,25.402
1101,"CULENGUE",2003,264.517
1101,"CULENGUE",2004,14.581
1101,"CULENGUE",2005,29.969
1101,"CULENGUE",2006,47.005
1101,"CULENGUE",2007,6
1101,"CULENGUE",2009,0.768
1101,"CULENGUE",2010,4.574
1101,"CULENGUE",2011,2.078
1101,"CULENGUE",2012,7.829
1101,"CULENGUE",2013,13.269
1101,"CULENGUE",2014,12.477
1101,"CULENGUE",2015,0.1
1101,"CULENGUE",2016,0.02
1101,"CULENGUE",2017,0.21
1101,"CULENGUE",2018,0.22
1101,"CULENGUE",2019,0.18
1101,"CULENGUE",2023,0.05
1101,"DORADO DE ALTURA / MAHI MAHI",2000,3
1101,"DORADO DE ALTURA / MAHI MAHI",2001,8
1101,"DORADO DE ALTURA / MAHI MAHI",2002,3.44
1101,"DORADO DE ALTURA / MAHI MAHI",2003,8.015
1101,"DORADO DE ALTURA / MAHI MAHI",2004,82.604
1101,"DORADO DE ALTURA / MAHI MAHI",2005,114.05
1101,"DORADO DE ALTURA / MAHI MAHI",2006,136.078
1101,"DORADO DE ALTURA / MAHI MAHI",2007,116.006
1101,"DORADO DE ALTURA / MAHI MAHI",2008,98
1101,"DORADO DE ALTURA / MAHI MAHI",2009,95
1101,"DORADO DE ALTURA / MAHI MAHI",2010,146
1101,"DORADO DE ALTURA / MAHI MAHI",2011,180.17
1101,"DORADO DE ALTURA / MAHI MAHI",2012,0.42
1101,"DORADO DE ALTURA / MAHI MAHI",2013,255.535
1101,"DORADO DE ALTURA / MAHI MAHI",2014,472.295
1101,"DORADO DE ALTURA / MAHI MAHI",2015,92.413
1101,"DORADO DE ALTURA / MAHI MAHI",2016,35.929
1101,"DORADO DE ALTURA / MAHI MAHI",2017,21.509
1101,"DORADO DE ALTURA / MAHI MAHI",2018,37.053
1101,"DORADO DE ALTURA / MAHI MAHI",2019,107.076
1101,"DORADO DE ALTURA / MAHI MAHI",2020,92.927
1101,"DORADO DE ALTURA / MAHI MAHI",2021,26.598
1101,"DORADO DE ALTURA / MAHI MAHI",2022,66.373
1101,"DORADO DE ALTURA / MAHI MAHI",2023,57.806
1101,"DORADO DE ALTURA / MAHI MAHI",2024,10.567
1101,"EMPERADOR",2015,1.948
1101,"EMPERADOR",2016,0.522
1101,"EMPERADOR",2017,0.232
1101,"EMPERADOR",2018,1.157
1101,"EMPERADOR",2019,2.161
1101,"EMPERADOR",2020,0.322
1101,"EMPERADOR",2021,0.048
1101,"EMPERADOR",2022,0.344
1101,"EMPERADOR",2024,0.079
1101,"ERIZO",2000,117
1101,"ERIZO",2001,1757
1101,"ERIZO",2002,758.171
1101,"ERIZO",2003,894.981
1101,"ERIZO",2004,1979.557
1101,"ERIZO",2005,966.695
1101,"ERIZO",2006,1613.726
1101,"ERIZO",2007,1055.962
1101,"ERIZO",2008,777.233
1101,"ERIZO",2009,1618.493
1101,"ERIZO",2010,998.446
1101,"ERIZO",2011,270.229
1101,"ERIZO",2012,240.936
1101,"ERIZO",2013,552.627
1101,"ERIZO",2014,601.29
1101,"ERIZO",2015,925.089
1101,"ERIZO",2016,564.324
1101,"ERIZO",2017,897.091
1101,"ERIZO",2018,833.624
1101,"ERIZO",2019,1303.488
1101,"ERIZO",2020,960.706
1101,"ERIZO",2021,770.369
1101,"ERIZO",2022,1426.537
1101,"ERIZO",2023,1476.766
1101,"ERIZO",2024,1423.154
1101,"HUIRO",2006,93
1101,"HUIRO",2007,74
1101,"HUIRO",2008,29
1101,"HUIRO",2009,789
1101,"HUIRO",2010,632
1101,"HUIRO",2011,460
1101,"HUIRO",2012,508
1101,"HUIRO",2013,734
1101,"HUIRO",2014,261
1101,"HUIRO",2015,144
