"rgn_id","year","producto","weight"
10202,2019,"Algas",
10202,2023,"Algas",1
10202,2024,"Algas",1
10202,2018,"Algas",
10202,2022,"Algas",1
10202,2020,"Algas",1
10202,2021,"Algas",1
2101,2022,"Algas",1
2101,2020,"Algas",1
2101,2024,"Algas",1
2101,2018,"Algas",
2101,2023,"Algas",1
2101,2021,"Algas",1
2101,2019,"Algas",
8202,2022,"Algas",1
8202,2021,"Algas",1
8202,2024,"Algas",1
15101,2021,"Aceite",0.0652975960533514
15101,2021,"Algas",0.0107914162401956
15101,2021,"Harina",0.923910987706453
15101,2024,"Aceite",0.0211272748857757
15101,2020,"Algas",0.00734229152861437
15101,2020,"Harina",0.95323726724579
15101,2022,"Harina",0.945719470395263
15101,2019,"Algas",
15101,2024,"Harina",0.96808921445834
15101,2022,"Algas",0.0129353727455529
15101,2023,"Algas",0.00589725531992071
15101,2018,"Harina",
15101,2022,"Aceite",0.0413451568591838
15101,2020,"Aceite",0.0394204412255956
15101,2019,"Harina",
15101,2018,"Algas",
15101,2024,"Algas",0.0107835106558839
15101,2019,"Aceite",
15101,2023,"Aceite",0.00239405664542329
15101,2023,"Harina",0.991708688034656
15101,2018,"Aceite",
11201,2019,"Aceite",
11201,2022,"Aceite",0.0954767234199118
11201,2022,"Algas",0.684389046078471
11201,2019,"Harina",
11201,2018,"Harina",
11201,2021,"Harina",0.204501149261238
11201,2018,"Algas",
11201,2022,"Harina",0.220134230501618
11201,2020,"Aceite",0.304442797043836
11201,2019,"Algas",
11201,2020,"Algas",0.187568049607426
11201,2020,"Harina",0.507989153348737
11201,2021,"Algas",0.686851152470663
11201,2024,"Harina",0.283517653104184
11201,2024,"Aceite",0.0886869347995306
11201,2023,"Aceite",0.272432458731489
11201,2021,"Aceite",0.108647698268099
11201,2024,"Algas",0.627795412096285
11201,2023,"Harina",0.711317416479341
11201,2023,"Algas",0.0162501247891698
12201,2021,"Algas",
10102,2021,"Aceite",0.160651776317198
10102,2024,"Algas",0.957019167919874
10102,2019,"Harina",
10102,2020,"Aceite",0.274231367316624
10102,2021,"Algas",0.582231825712449
10102,2024,"Harina",0.0320120023364063
10102,2024,"Aceite",0.0109688297437197
10102,2022,"Aceite",0.0790436099901721
10102,2022,"Algas",0.763223592931648
10102,2021,"Harina",0.257116397970353
10102,2020,"Algas",0.325423847665796
10102,2019,"Algas",
10102,2019,"Aceite",
10102,2020,"Harina",0.400344785017581
10102,2023,"Harina",0.0964703428358611
10102,2018,"Harina",
10102,2022,"Harina",0.15773279707818
10102,2023,"Algas",0.87124557474399
10102,2023,"Aceite",0.0322840824201494
10102,2018,"Algas",
3102,2018,"Aceite",
3102,2022,"Aceite",0.0426118706808002
3102,2022,"Harina",0.46890121653751
3102,2022,"Algas",0.488486912781689
3102,2021,"Harina",0.403839976106293
3102,2021,"Aceite",0.0549966485566831
3102,2020,"Aceite",0.0204176291372324
3102,2019,"Aceite",
3102,2018,"Algas",
3102,2018,"Harina",
3102,2019,"Harina",
3102,2020,"Algas",0.707852286943014
3102,2024,"Harina",0.498910838721066
3102,2021,"Algas",0.541163375337024
3102,2020,"Harina",0.271730083919754
3102,2024,"Aceite",0.0268696352733025
3102,2024,"Algas",0.474219526005631
3102,2019,"Algas",
3102,2023,"Aceite",0.013872000495985
3102,2023,"Algas",0.636754296347379
3102,2023,"Harina",0.349373703156636
4202,2023,"Algas",1
10201,2020,"Algas",1
10201,2018,"Harina",
10201,2022,"Algas",1
10201,2023,"Algas",1
10201,2018,"Algas",
10201,2024,"Algas",1
10201,2019,"Algas",
10201,2021,"Algas",1
10201,2018,"Aceite",
10401,2020,"Algas",1
10401,2024,"Algas",1
10401,2023,"Algas",1
10401,2021,"Algas",1
3201,2021,"Algas",1
3201,2022,"Algas",1
3201,2020,"Algas",1
3201,2023,"Algas",1
3201,2019,"Algas",
3201,2018,"Algas",
10203,2023,"Algas",1
10203,2024,"Algas",1
11202,2020,"Algas",1
11202,2019,"Algas",
11202,2022,"Algas",1
11202,2021,"Algas",1
16202,2023,"Algas",1
16202,2024,"Algas",1
16202,2020,"Algas",1
7102,2024,"Algas",1
7102,2021,"Algas",1
7102,2022,"Algas",1
7102,2023,"Algas",1
7102,2020,"Algas",1
7102,2018,"Algas",
7102,2019,"Algas",
4102,2019,"Algas",
4102,2019,"Aceite",
4102,2018,"Algas",
4102,2018,"Aceite",
4102,2020,"Algas",0.870245726652991
4102,2022,"Harina",0.209148258023742
4102,2020,"Aceite",0.0130253126855537
4102,2024,"Aceite",0.0161080418328257
4102,2023,"Algas",0.789806377396006
4102,2019,"Harina",
4102,2022,"Algas",0.765011758572354
4102,2023,"Aceite",0.0111680150601064
4102,2024,"Algas",0.772933699222208
4102,2018,"Harina",
4102,2023,"Harina",0.199025607543887
4102,2020,"Harina",0.116728960661455
4102,2021,"Harina",0.159618044243101
4102,2024,"Harina",0.210958258944966
4102,2022,"Aceite",0.0258399834039041
4102,2021,"Algas",0.821769047362726
4102,2021,"Aceite",0.0186129083941724
8102,2019,"Harina",
8102,2023,"Harina",0.753775773673995
8102,2024,"Aceite",0.122824504085516
8102,2019,"Algas",
8102,2023,"Algas",0.0698906096854529
8102,2020,"Aceite",0.236804595694143
8102,2019,"Aceite",
8102,2018,"Aceite",
8102,2022,"Harina",0.706122282286884
8102,2024,"Harina",0.800619833224279
8102,2024,"Algas",0.076555662690205
8102,2022,"Algas",0.0676009276084492
8102,2018,"Algas",
8102,2020,"Harina",0.644479019220195
8102,2018,"Harina",
8102,2022,"Aceite",0.226276790104667
8102,2023,"Aceite",0.176333616640552
8102,2021,"Harina",0.66791503829151
8102,2021,"Aceite",0.264645327193544
8102,2020,"Algas",0.118716385085662
8102,2021,"Algas",0.0674396345149464
14102,2022,"Algas",1
14102,2023,"Algas",1
14102,2021,"Algas",1
14102,2024,"Algas",1
14102,2020,"Algas",1
14102,2018,"Algas",
14102,2019,"Algas",
10205,2024,"Algas",1
10205,2023,"Algas",1
10205,2020,"Algas",1
10205,2021,"Algas",1
11203,2018,"Algas",
11203,2023,"Algas",1
11203,2020,"Algas",1
11203,2022,"Algas",1
11203,2021,"Algas",1
11203,2019,"Algas",
11203,2024,"Algas",1
10403,2020,"Algas",1
10403,2021,"Algas",1
10403,2023,"Algas",1
3304,2022,"Algas",1
3304,2021,"Algas",1
3304,2024,"Algas",1
3304,2023,"Algas",1
3304,2020,"Algas",1
3304,2019,"Algas",
3304,2018,"Algas",
1101,2018,"Aceite",
1101,2022,"Aceite",0.040110264210785
1101,2019,"Aceite",
1101,2022,"Algas",0.290480746136985
1101,2019,"Algas",
1101,2019,"Harina",
1101,2018,"Harina",
1101,2023,"Aceite",0.0207000947282641
1101,2020,"Aceite",0.0302064257434296
1101,2023,"Algas",0.546572849143207
1101,2021,"Aceite",0.0774619833534281
1101,2021,"Algas",0.375445442560718
1101,2021,"Harina",0.547092574085854
1101,2024,"Harina",0.480026340317161
1101,2023,"Harina",0.432727056128529
1101,2022,"Harina",0.66940898965223
1101,2018,"Algas",
1101,2024,"Aceite",0.0281397137491136
1101,2024,"Algas",0.491833945933725
1101,2020,"Algas",0.487749106969527
1101,2020,"Harina",0.482044467287043
8201,2024,"Algas",1
8201,2020,"Algas",1
8201,2023,"Algas",1
8201,2019,"Algas",
8201,2022,"Algas",1
8201,2018,"Algas",
8201,2021,"Algas",1
7303,2021,"Algas",1
7303,2020,"Algas",1
7303,2023,"Algas",1
7303,2022,"Algas",1
7303,2024,"Algas",1
10106,2024,"Algas",1
10106,2023,"Algas",1
4203,2024,"Algas",1
4203,2018,"Algas",
4203,2019,"Algas",
4203,2021,"Algas",1
4203,2023,"Algas",1
4203,2020,"Algas",1
4203,2022,"Algas",1
10108,2023,"Algas",1
10108,2019,"Algas",
10108,2018,"Algas",
10108,2020,"Algas",1
10108,2024,"Algas",1
10108,2022,"Algas",1
10108,2021,"Algas",1
2102,2019,"Algas",
2102,2024,"Algas",0.0992951774412515
2102,2024,"Harina",0.848461060921719
2102,2018,"Aceite",
2102,2018,"Harina",
2102,2020,"Algas",0.152515791208993
2102,2020,"Aceite",0.0406547225117221
2102,2019,"Harina",
2102,2024,"Aceite",0.0522437616370297
2102,2022,"Aceite",0.0622042848791308
2102,2020,"Harina",0.806829486279285
2102,2023,"Harina",0.854560397513397
2102,2018,"Algas",
2102,2023,"Aceite",0.0547217914239859
2102,2019,"Aceite",
2102,2021,"Aceite",0.0986892063219232
