"rgn_id","year","producto","weight"
2102,2023,"Algas",0.0907178110626169
2102,2021,"Algas",0.0826832186960083
2102,2021,"Harina",0.818627574982069
2102,2022,"Algas",0.0509126135268903
2102,2022,"Harina",0.886883101593979
12401,2020,"Algas",1
12401,2021,"Algas",1
12401,2022,"Algas",1
12401,2019,"Algas",
12401,2018,"Algas",
12401,2024,"Algas",1
12401,2023,"Algas",1
4301,2020,"Algas",1
4301,2023,"Algas",1
7203,2019,"Algas",
7203,2022,"Algas",1
7203,2023,"Algas",1
7203,2021,"Algas",1
7203,2020,"Algas",
7203,2018,"Algas",
7203,2024,"Algas",1
8107,2020,"Algas",1
8107,2024,"Algas",1
8107,2022,"Algas",1
8107,2023,"Algas",1
8107,2021,"Algas",1
6201,2020,"Algas",1
6201,2022,"Algas",1
6201,2024,"Algas",1
6201,2018,"Algas",
6201,2019,"Algas",
6201,2023,"Algas",1
6201,2021,"Algas",1
12301,2021,"Algas",1
12301,2018,"Algas",
12301,2024,"Algas",1
12301,2020,"Algas",1
12301,2022,"Algas",1
12301,2023,"Algas",1
12301,2019,"Algas",
10101,2018,"Aceite",
10101,2019,"Aceite",
10101,2023,"Aceite",0.00725677926711475
10101,2019,"Algas",
10101,2018,"Algas",
10101,2020,"Aceite",0.0105211310065075
10101,2020,"Algas",0.970070379554415
10101,2020,"Harina",0.0194084894390771
10101,2021,"Aceite",0.0901787585011726
10101,2021,"Algas",0.740773007352628
10101,2021,"Harina",0.169048234146199
10101,2022,"Harina",0.218360259652912
10101,2022,"Aceite",0.0900691040941789
10101,2022,"Algas",0.691570636252909
10101,2018,"Harina",
10101,2024,"Harina",0.010220097065027
10101,2023,"Harina",0.0388488856019725
10101,2024,"Aceite",0.00144905785100501
10101,2019,"Harina",
10101,2023,"Algas",0.953894335130913
10101,2024,"Algas",0.988330845083968
12101,2018,"Algas",
12101,2021,"Algas",1
12101,2020,"Algas",1
12101,2023,"Algas",1
12101,2022,"Algas",1
12101,2024,"Algas",1
12101,2019,"Algas",
10207,2022,"Algas",1
10207,2021,"Algas",1
10207,2020,"Algas",1
10207,2024,"Algas",1
10207,2023,"Algas",1
10208,2019,"Algas",
10208,2020,"Algas",1
10208,2021,"Algas",1
10208,2018,"Algas",
10208,2023,"Algas",1
10208,2024,"Algas",1
10208,2022,"Algas",1
10209,2024,"Algas",1
10209,2023,"Algas",1
10209,2022,"Algas",1
10209,2020,"Algas",1
10209,2021,"Algas",1
10210,2020,"Algas",1
10210,2021,"Algas",1
10210,2022,"Algas",1
10210,2024,"Algas",1
5107,2018,"Algas",
5107,2022,"Algas",1
5107,2023,"Algas",1
5107,2020,"Algas",1
5107,2021,"Algas",1
5107,2019,"Algas",
5107,2024,"Algas",1
12103,2022,"Algas",1
12103,2023,"Algas",1
12103,2024,"Algas",1
12103,2020,"Algas",1
9116,2021,"Algas",
9116,2023,"Algas",1
9116,2024,"Algas",1
9116,2018,"Algas",
9116,2022,"Algas",1
9116,2020,"Algas",1
9116,2019,"Algas",
5601,2019,"Aceite",
5601,2018,"Aceite",
5601,2018,"Harina",
5601,2020,"Algas",0.736228306411512
5601,2019,"Algas",
5601,2018,"Algas",
5601,2020,"Aceite",0.0627015427884657
5601,2023,"Algas",1
5601,2024,"Algas",1
5601,2020,"Harina",0.201070150800022
5601,2019,"Harina",
5601,2022,"Algas",1
5601,2021,"Algas",1
10306,2023,"Algas",1
10306,2024,"Algas",1
8110,2021,"Algas",0.541573642794042
8110,2021,"Aceite",0.13636819803335
8110,2018,"Algas",
8110,2021,"Harina",0.322058159172608
8110,2018,"Aceite",
8110,2024,"Algas",0.996912102787726
8110,2024,"Harina",0.00249037706534433
8110,2020,"Aceite",0.106356341481457
8110,2020,"Algas",0.59680030832248
8110,2020,"Harina",0.296843350196063
8110,2022,"Harina",0.380226303532196
8110,2023,"Aceite",0.103008650308905
8110,2023,"Algas",0.46643116924884
8110,2022,"Algas",0.501982788945023
8110,2024,"Aceite",0.000597520146929931
8110,2019,"Harina",
8110,2023,"Harina",0.430560180442255
8110,2022,"Aceite",0.117790907522782
8110,2019,"Algas",
8110,2018,"Harina",
8110,2019,"Aceite",
2104,2023,"Algas",1
2104,2018,"Algas",
2104,2022,"Algas",1
2104,2019,"Algas",
2104,2021,"Algas",1
2104,2024,"Algas",1
2104,2020,"Algas",1
2301,2019,"Algas",
2301,2023,"Algas",1
2301,2024,"Algas",1
2301,2018,"Algas",
2301,2022,"Algas",1
2301,2020,"Algas",1
2301,2021,"Algas",1
8111,2022,"Algas",1
8111,2021,"Algas",1
8111,2024,"Algas",1
8111,2018,"Algas",
8111,2020,"Algas",1
8111,2023,"Algas",1
8111,2019,"Algas",
11303,2022,"Algas",1
11303,2024,"Algas",1
11303,2021,"Algas",1
14101,2020,"Algas",0.00493874213423639
14101,2020,"Harina",0.692781880436168
14101,2021,"Aceite",0.295957877898751
14101,2021,"Algas",0.000979485700189114
14101,2021,"Harina",0.703062636401059
14101,2022,"Aceite",0.242787560624051
14101,2022,"Algas",0.000723131095476567
14101,2022,"Harina",0.756489308280473
14101,2023,"Aceite",0.189160809794665
14101,2023,"Algas",0.00240952884149435
14101,2023,"Harina",0.808429661363841
14101,2024,"Aceite",0.167718572357322
14101,2024,"Algas",8.39566136568529e-05
14101,2024,"Harina",0.832197471029021
14101,2018,"Harina",
14101,2019,"Aceite",
14101,2019,"Algas",
14101,2018,"Algas",
14101,2020,"Aceite",0.302279377429596
14101,2019,"Harina",
5101,2019,"Algas",
5101,2020,"Algas",1
5101,2018,"Algas",
5101,2023,"Algas",1
5101,2024,"Algas",1
5101,2021,"Algas",1
5101,2022,"Algas",1
